"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,96.9923,96.9923,871.1333,104.859,
1,0.27035,0.04805,0.04805,740.7106,33.7685,
2,0.54905,0.10185,0.10185,548.0754,23.985,
3,0.86079,0.055227,0.055227,442.1892,15.3132,
4,1.1799,0.039859,0.039859,413.6134,12.5061,
5,1.4528,0.031986,0.031986,377.6335,9.0073,
6,1.7388,0.018532,0.018532,372.3681,8.6435,
7,2.0251,0.013838,0.013838,369.388,7.747,
8,2.4155,0.0086555,0.0086555,368.2922,6.6449,
9,2.8187,0.0079776,0.0079776,359.7498,5.7044,
10,3.0989,0.004215,0.004215,358.4385,5.7636,
11,3.5651,0.005603,0.005603,350.9084,9.1819,
12,3.9035,0.0033383,0.0033383,350.2289,8.9101,
13,4.1586,0.0029215,0.0029215,348.7856,8.0672,
14,4.1661,0.0017619,0.0017619,348.7965,8.0675,
15,4.1729,0.001299,0.001299,348.8019,8.0677,
16,4.1799,0.0010468,0.0010468,348.8053,8.0678,
17,4.1867,0.00069573,0.00069573,348.8107,8.0679,
18,4.1939,0.00053374,0.00053374,348.8137,8.068,
19,4.2011,0.00043936,0.00043936,348.8156,8.068,
20,4.2109,0.00032948,0.00032948,348.8182,8.0681,
21,4.2168,0.00032926,0.00032926,348.8182,8.0667,
22,4.2245,0.00021545,0.00021545,348.8213,8.0668,
23,4.2305,0.00021547,0.00021547,348.8213,8.0668,
24,4.2396,0.00012334,0.00012334,348.8246,8.0669,
25,4.2444,0.0001232,0.0001232,348.8246,8.0668,
26,4.2543,6.4446e-05,6.4446e-05,348.8274,8.0669,
27,4.2603,6.4634e-05,6.4634e-05,348.8273,8.0669,
28,4.2677,3.2576e-05,3.2576e-05,348.8295,8.067,
29,4.2732,3.2017e-05,3.2017e-05,348.8295,8.067,
30,4.2821,1.5131e-05,1.5131e-05,348.8311,8.067,
31,4.2878,1.5313e-05,1.5313e-05,348.8311,8.067,
