"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,58.0245,4.8708e-05,NaN,NaN,NaN,NaN,NaN,19.0173,19.0173,
1,58.0245,0.061101,29.4024,0.0625,0,4.4238,1,14.9097,14.9097,
2,54.5416,0.11234,0.35276,0.25,0,0.35196,1,13.3673,13.3673,
3,52.0505,0.22901,3.6281,0.00097656,0,1.6936,1,9.6085,9.6085,
4,51.6706,0.26992,0.74313,1,0,0.73547,1,8.5215,8.5215,
5,53.827,0.37451,49.1602,0.125,0,3.3705,1,5.4586,5.4586,
6,53.9421,0.41582,0.16429,0.125,0,0.1642,1,5.174,5.174,
7,47.0991,0.50106,3.4993,0.00097656,0,1.7643,1,2.7547,2.7547,
8,58.406,0.58114,2.0626,0.125,0,1.3278,1,1.584,1.584,
9,58.7089,0.62665,0.086561,0.125,0,0.086549,1,1.4896,1.4896,
10,56.4022,0.77189,2.4734,0.0039063,0,1.478,1,0.55037,0.55037,
11,56.5527,0.82566,0.045742,0.0625,0,0.045741,1,0.54389,0.54389,
12,60.4561,0.91394,2.6543,1,0,1.5315,1,0.21953,0.21953,
13,60.0871,0.95192,0.069563,1,0,0.069558,1,0.065548,0.065548,
14,58.7924,1.0445,0.55126,3.0518e-05,0,0.51836,1,0.016822,0.016822,
15,58.6864,1.0828,0.02012,0.5,0,0.02012,1,0.013874,0.013874,
16,56.6516,1.1699,0.63316,0.015625,0,0.58084,1,0.0048378,0.0048378,
17,56.6779,1.2057,0.011189,1,0,0.011189,1,0.0013842,0.0013842,
18,54.8851,1.3086,0.22729,7.6294e-06,0,0.22514,1,0.00015025,0.00015025,
19,54.8963,1.3445,0.0028838,1,0,0.0028838,1,0.00011197,0.00011197,
20,54.8595,1.4611,0.13937,0.00024414,0,0.13873,1,2.7692e-06,2.7692e-06,
21,54.8604,1.4965,0.0002384,0.5,0,0.0002384,1,2.1468e-06,2.1468e-06,
22,54.7783,1.6704,0.042923,1.4901e-08,0,0.042905,1,3.2082e-07,3.2082e-07,
23,54.7781,3.6111,3.9053e-05,0.125,0,3.9053e-05,1,3.0116e-07,3.0116e-07,
