"iter","time","maxviolation","meanviolation","cost",
0,0,36.1599,36.1599,154.9927,
1,0.17156,0.16888,0.16888,69.1437,
2,0.2011,0.04141,0.04141,69.2996,
3,0.22319,0.032733,0.032733,69.3162,
4,0.23067,0.026177,0.026177,69.3302,
5,0.24985,0.02107,0.02107,69.3423,
6,0.25731,0.017369,0.017369,69.352,
7,0.297,0.0049688,0.0049688,69.3963,
8,0.30593,0.0039032,0.0039032,69.402,
9,0.31284,0.0030875,0.0030875,69.407,
10,0.31999,0.0024606,0.0024606,69.4113,
11,0.32689,0.0019822,0.0019822,69.4149,
12,0.33405,0.0016222,0.0016222,69.418,
13,0.34369,0.00047693,0.00047693,69.4312,
14,0.35226,0.00037477,0.00037477,69.433,
15,0.36054,0.00029596,0.00029596,69.4346,
16,0.36901,0.00023532,0.00023532,69.4359,
17,0.37726,0.00018893,0.00018893,69.437,
18,0.38553,0.00015384,0.00015384,69.438,
19,0.39583,4.5868e-05,4.5868e-05,69.442,
20,0.40371,3.6015e-05,3.6015e-05,69.4426,
21,0.41204,2.8399e-05,2.8399e-05,69.4431,
22,0.41992,2.2532e-05,2.2532e-05,69.4435,
23,0.42805,1.8035e-05,1.8035e-05,69.4438,
24,0.43595,1.4621e-05,1.4621e-05,69.4441,
25,0.44403,1.208e-05,1.208e-05,69.4444,
26,0.45671,3.4865e-06,3.4865e-06,69.4455,
27,0.46429,2.7202e-06,2.7202e-06,69.4457,
28,0.47206,2.1546e-06,2.1546e-06,69.4458,
29,0.47961,1.7214e-06,1.7214e-06,69.4459,
30,0.48743,1.3917e-06,1.3917e-06,69.446,
