"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","KKT_residual","maxviolation","meanviolation",
0,9.2801,5.6941,5.8147e-05,NaN,NaN,NaN,NaN,1,5.8671,0,0,
1,7.9448,2.7492,0.18805,3.2792e-05,0,1.4287,1,1,2.7492,0.00010246,4.5111e-06,
2,7.9116,3.2658,0.34779,0.0022185,0,0.079309,1,13.0656,3.5759,0.0010545,4.1817e-05,
3,6.1773,3.488,0.46648,0.6561,0,3.6087,1,16.9656,3.6121,0,0,
4,5.6444,1.7577,0.59329,0.22877,0,4.8405,1,16.9656,2.0688,0.011296,0.00027269,
5,4.1524,2.0291,0.71181,0.81,0,12.741,1,16.9656,2.0403,0.0023589,6.4321e-05,
6,2.6903,0.32815,0.8309,1,0,18.5554,1,16.9656,0.33016,0,0,
7,2.6011,0.36809,0.94856,0.81,0,3.8784,1,25.4865,0.3682,9.6808e-05,1.9362e-06,
8,2.588,0.2677,1.0676,0.81,0,9.602,1,30.9375,0.26775,0.00025779,5.1559e-06,
9,2.5785,0.12962,1.197,0.15009,0,3.5759,1,30.9375,0.12998,0.00039714,7.9428e-06,
10,2.5715,0.097937,1.3253,0.25419,0,2.863,1,30.9375,0.098037,0.00050086,1.0017e-05,
11,2.5645,0.041696,1.4454,0.6561,0,3.3648,1,30.9375,0.041794,0.000664,1.328e-05,
12,2.5618,0.0046818,1.5639,0.9,0,2.1634,1,30.9375,0.0048866,0.00030849,8.3042e-06,
13,2.5602,0.0016811,1.6809,1,0,0.29298,1,30.9375,0.0016811,9.2417e-06,1.8484e-07,
14,2.5602,0.0018171,1.805,1,0,0.03317,1,30.9375,0.0018171,4.161e-10,8.324e-12,
15,2.5602,5.8165e-05,1.9665,0.34868,0,0.002053,1,30.9375,5.8166e-05,6.9343e-09,1.3869e-10,
