"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,122.6078,155.4332,7.967e-05,NaN,NaN,NaN,NaN,1,146.2402,1.2981,0.19309,
1,133.346,109601486292.3251,0.16645,1,0,2.2242,0,30895996595.8344,138.3592,0.7217,0.12606,
2,153.4749,21386229634.7554,0.27287,1,0,0.37029,1,30895996595.8344,106.0404,0.65687,0.1032,
3,159.2818,11270081181.0867,0.37439,1,0,0.40671,1,30895996595.8344,92.9223,0.63908,0.094467,
4,163.0932,453197550.7431,0.47307,1,0,0.17594,-6,30895996595.8344,80.2475,0.6377,0.079704,
5,147.812,824327303.6715,0.6074,1,0,1.1222,1,30895996595.8344,116.9396,0.44798,0.058215,
6,161.6063,665489468.1881,0.73972,1,0,0.56547,1,30895996595.8344,86.0294,0.13345,0.03231,
7,161.0664,3802117.3809,0.86038,1,0,0.056558,-6,30895996595.8344,88.276,0.13417,0.024882,
8,160.9679,6709772691874405,0.97138,1,0,0.057137,-2,6.726608086132513e+16,88.4816,0.12712,0.024537,
9,160.9679,572482.2524,1.0919,4.4409e-16,1,5.9306e-16,-6,6.726608086132513e+16,88.4816,0.12712,0.024537,
