"iter","cost",
0,40473.3921,
1,38768.6103,
2,36964.0569,
3,35679.0549,
4,33874.2613,
5,31221.6265,
6,30943.2685,
7,28926.7877,
8,27820.9128,
9,25974.7895,
10,24429.1261,
11,22704.4483,
12,19224.0827,
13,16476.485,
14,13332.4585,
15,11012.9822,
16,9044.8171,
17,7994.1908,
18,6452.7284,
19,5619.467,
20,4563.3983,
21,3789.5393,
22,3409.7156,
23,2925.2759,
24,2736.88,
25,2389.2751,
26,2231.1125,
27,1992.314,
28,1912.9919,
29,1773.434,
30,1695.1218,
31,1547.1172,
32,1513.4735,
33,1430.17,
34,1409.3274,
35,1356.9674,
36,1337.9742,
37,1290.9619,
38,1260.513,
39,1249.9515,
40,1239.4141,
41,1216.0043,
42,1198.0711,
43,1194.4995,
44,1187.5078,
45,1181.2499,
46,1170.3102,
47,1158.1835,
48,1139.2537,
49,1137.8885,
50,1134.552,
51,1125.4442,
52,1121.7451,
53,1115.7348,
54,1109.8177,
55,1107.9313,
56,1106.7968,
57,1101.959,
58,1101.2924,
59,1099.292,
60,1098.1519,
61,1097.6778,
62,1095.9234,
63,1093.9693,
64,1093.6245,
65,1090.4964,
66,1090.4502,
67,1088.4561,
68,1087.7443,
69,1086.4853,
70,1086.441,
71,1086.1723,
72,1085.585,
73,1081.0236,
74,1080.8918,
75,1077.893,
76,1077.8793,
77,1074.5379,
78,1074.5092,
79,1070.6755,
80,1070.6534,
81,1069.4294,
82,1069.0476,
83,1064.2818,
84,1064.123,
85,1060.6245,
86,1057.4688,
87,1055.7472,
88,1055.7337,
89,1051.9486,
90,1051.8332,
91,1049.5195,
92,1047.6882,
93,1047.6775,
94,1047.3037,
95,1047.2562,
96,1046.1758,
97,1042.2954,
98,1042.2467,
99,1041.6122,
100,1041.4975,
101,1032.24,
102,1032.1429,
103,1031.2317,
104,1031.0876,
105,1031.0413,
106,1023.2519,
107,1023.2253,
108,1023.1029,
109,1023.0778,
110,1023.0377,
111,1023.0086,
112,1022.4842,
113,1022.2139,
114,1021.9776,
115,1021.942,
116,1021.9053,
117,1021.7512,
118,1021.745,
119,1021.1936,
120,1017.7881,
121,1017.7588,
122,1016.8108,
123,1015.9837,
124,1015.9771,
125,1015.4791,
126,1013.8176,
127,1005.8817,
128,1005.8371,
129,1005.8123,
130,1005.4892,
131,1003.6019,
132,1003.5835,
133,1001.5364,
134,1001.5262,
135,1001.5038,
136,1000.9449,
137,1000.9343,
138,1000.909,
139,1000.8357,
140,1000.7385,
141,1000.1316,
142,1000.006,
143,999.9975,
144,999.9927,
145,999.9825,
146,998.5427,
147,998.4769,
148,998.3767,
149,994.9809,
150,994.978,
151,994.9752,
152,994.9707,
153,994.8368,
154,994.6864,
155,994.6786,
156,994.6634,
157,994.658,
158,994.6513,
159,994.6479,
160,994.6452,
161,994.2602,
162,993.7613,
163,992.2561,
164,992.1708,
165,992.1682,
166,992.1483,
167,992.0449,
168,992.0249,
169,991.9219,
170,990.7762,
171,990.0266,
172,988.3627,
173,988.3468,
174,983.8189,
175,982.4801,
176,982.4711,
177,981.3704,
178,980.5642,
179,980.0522,
180,979.7637,
181,979.7615,
182,979.7584,
183,979.6057,
184,979.5271,
185,979.488,
186,979.4689,
187,977.2442,
188,977.2421,
189,977.1991,
190,977.1975,
191,977.1064,
192,977.1042,
193,977.0543,
194,976.8307,
195,975.8362,
196,970.359,
197,961.9411,
198,961.8953,
199,961.8925,
200,959.2628,
201,959.2505,
202,958.7366,
203,957.2217,
204,957.2145,
205,954.9952,
206,954.7172,
207,947.5054,
208,946.9767,
209,946.9732,
210,937.8958,
211,937.8446,
212,937.8431,
213,937.0596,
214,935.6137,
215,935.6055,
216,935.1805,
217,932.1579,
218,931.9954,
219,930.1506,
220,928.0254,
221,926.5526,
222,925.5379,
223,924.965,
224,924.6779,
225,924.5337,
226,924.4559,
227,924.4138,
228,924.4123,
229,924.3877,
230,924.3813,
231,924.3629,
232,924.3459,
233,924.3288,
234,924.3064,
235,924.1116,
236,924.0494,
237,923.7397,
238,923.4921,
239,922.8295,
240,922.2609,
241,921.5779,
242,920.786,
243,920.3818,
244,919.7693,
245,919.2432,
246,919.238,
247,919.0538,
248,919.0524,
249,918.3599,
250,918.351,
251,917.9269,
252,917.7789,
253,917.7697,
254,916.9091,
255,916.742,
256,916.3837,
257,916.3814,
258,915.901,
259,915.5126,
260,915.5105,
261,915.111,
262,915.107,
263,914.3739,
264,914.3695,
265,914.3304,
266,914.3098,
267,913.0467,
268,913.0409,
269,913.0283,
270,912.935,
271,912.6952,
272,912.6937,
273,911.7339,
274,911.726,
275,909.6763,
276,909.6655,
277,909.62,
278,909.363,
279,909.3163,
280,905.6741,
281,903.7707,
282,902.8613,
283,902.2677,
284,901.9162,
285,901.7397,
286,901.65,
287,901.6077,
288,901.606,
289,899.1847,
290,896.6138,
291,892.3099,
292,892.2861,
293,892.2765,
294,891.4022,
295,891.3656,
296,891.3635,
297,891.3611,
298,891.2948,
299,891.152,
300,890.5437,
301,890.536,
302,889.1652,
303,889.1101,
304,888.7356,
305,885.4234,
306,879.9715,
307,879.9316,
308,879.8086,
309,879.7692,
310,877.7658,
311,877.7555,
312,877.732,
313,877.2234,
314,877.2154,
315,876.5579,
316,876.5542,
317,875.9279,
318,872.3585,
319,871.0037,
320,870.9937,
321,868.1042,
322,865.1941,
323,865.1818,
324,865.1797,
325,865.1405,
326,864.044,
327,864.036,
328,863.3639,
329,863.0256,
330,863.0248,
331,863.0202,
332,863.0156,
333,862.9991,
334,862.9899,
335,862.9547,
336,862.9118,
337,862.677,
338,862.2565,
339,862.2449,
340,861.8603,
341,861.8436,
342,861.8241,
343,861.0567,
344,861.0496,
345,860.8075,
346,860.7991,
347,860.631,
348,859.8921,
349,858.8049,
350,857.9808,
351,854.5998,
352,854.5819,
353,854.4646,
354,854.3438,
355,852.8682,
356,852.842,
357,847.2719,
358,847.1902,
359,843.4556,
360,842.592,
361,840.444,
362,837.5415,
363,833.2187,
364,830.9923,
365,830.9744,
366,825.9304,
367,825.8653,
368,825.4464,
369,817.8335,
370,817.8042,
371,816.983,
372,799.6838,
373,796.5616,
374,796.5432,
375,796.29,
376,792.3136,
377,791.6539,
378,791.6539,
378,791.6539,
