"iter","cost",
0,20160.3139,
1,19157.7679,
2,17860.5795,
3,15523.9558,
4,14753.342,
5,13944.0211,
6,11691.2161,
7,8886.9805,
8,8128.7337,
9,6572.1381,
10,5250.1754,
11,4115.0421,
12,3670.6449,
13,2777.8481,
14,2542.2999,
15,2296.2108,
16,2088.9752,
17,1843.1984,
18,1700.0514,
19,1514.4413,
20,1379.3283,
21,1309.6638,
22,1241.6668,
23,1146.0782,
24,1126.62,
25,1035.5787,
26,1033.3761,
27,998.7497,
28,969.4964,
29,962.9268,
30,945.8372,
31,944.3783,
32,931.8577,
33,930.8348,
34,921.5046,
35,917.9252,
36,889.3198,
37,887.1846,
38,879.4018,
39,873.2098,
40,872.5769,
41,872.0762,
42,866.3765,
43,863.7156,
44,862.9385,
45,839.805,
46,839.5581,
47,792.6011,
48,792.4491,
49,788.369,
50,784.1391,
51,749.4939,
52,705.5529,
53,705.3807,
54,694.6578,
55,694.5521,
56,693.1345,
57,692.5155,
58,690.31,
59,690.2949,
60,688.8865,
61,688.8818,
62,687.9883,
63,687.9835,
64,686.9478,
65,686.9469,
65,686.9469,
