"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,134.9405,614.178,7.6271e-05,NaN,NaN,NaN,NaN,1,591.127,1.9135,0.19479,
1,134.0681,523430328835.3928,3.3058,1,0,2.268,0,92464096657.7938,547.0745,1.5741,0.1729,
2,721.9594,87411927214.0536,5.4963,1,0,1.0882,-6,92464096657.7938,743.9243,0.71621,0.082805,
3,860.7542,43762229116.4673,8.4626,1,0,0.43604,1,92464096657.7938,457.3564,0.29494,0.041538,
4,878.2124,189245604.3873,10.6369,1,0,0.27395,-6,92464096657.7938,398.2637,0.2597,0.032386,
5,842.5473,2539404571.5716,14.1876,0.5,0,1.0059,0,92464096657.7938,500.6069,0.5372,0.031845,
6,860.8708,215219870.1455,16.3068,1,0,0.30082,-6,92464096657.7938,433.957,0.19199,0.02219,
7,862.5721,482342111.289,19.1077,1,0,0.81462,1,92464096657.7938,435.6072,0.34265,0.018408,
8,871.4155,60922223.4993,21.1414,1,0,0.10093,-6,92464096657.7938,401.4673,0.11182,0.0082118,
9,871.2297,103608719.8969,23.6185,1,0,0.15714,1,92464096657.7938,404.6982,0.035244,0.0041396,
10,871.345,21264.8355,25.7327,1,0,0.0015981,-6,92464096657.7938,404.2547,0.035554,0.003986,
11,871.9471,134958260.7602,27.8199,0.5,0,0.1622,-2,92464096657.7938,402.3867,0.021473,0.0037957,
12,871.9829,88230.6285,29.7595,1,0,0.0055657,-6,92464096657.7938,402.3209,0.021702,0.0035112,
13,873.7265,1635056232.0721,32.2078,1,0,0.26848,-2,92464096657.7938,396.4517,0.01382,0.0028145,
14,873.7844,6046102.3082,34.2351,1,0,0.0064773,-6,92464096657.7938,396.3063,0.0094724,0.0026788,
15,873.7401,54105180709.3953,36.375,1,0,0.010951,-2,303050398525.3248,396.4701,0.0064328,0.0024815,
16,873.7401,59406855.525,38.5372,2.2737e-13,0,4.954e-16,1,303050398525.3248,396.4701,0.0064328,0.0024815,
