"iter","cost",
0,57871.2004,
1,52977.374,
2,48064.2622,
3,41471.1422,
4,33293.7486,
5,30519.2705,
6,25638.407,
7,18364.4078,
8,10991.3386,
9,8819.0242,
10,6520.6951,
11,5503.4743,
12,4525.2606,
13,3469.8734,
14,2673.1665,
15,2310.7647,
16,1994.8725,
17,1822.1983,
18,1587.8625,
19,1417.4965,
20,1310.4778,
21,1262.117,
22,1169.1305,
23,1129.5948,
24,1106.6661,
25,1087.2527,
26,1070.9819,
27,1056.768,
28,1054.8557,
29,1050.2274,
30,1042.0101,
31,1039.6816,
32,1033.8455,
33,1033.6904,
34,1028.9598,
35,1028.3661,
36,1024.8572,
37,1024.3981,
38,1019.7024,
39,1019.3563,
40,1017.2939,
41,1016.683,
42,1016.0332,
43,1014.3487,
44,1014.3118,
45,1012.5294,
46,1012.5117,
47,1010.8314,
48,1009.974,
49,1008.0315,
50,1008.0151,
51,1007.5267,
52,1007.4212,
53,1006.0185,
54,1004.1978,
55,1004.132,
56,1000.3371,
57,1000.2944,
58,998.6556,
59,998.5159,
60,997.9906,
61,997.8845,
62,997.8161,
63,997.808,
64,997.5438,
65,996.0743,
66,994.8974,
67,993.9058,
68,993.8391,
69,993.3348,
70,992.465,
71,992.387,
72,992.172,
73,992.1638,
74,991.7142,
75,983.5971,
76,983.5457,
77,983.5251,
78,982.8306,
79,982.8268,
80,982.3822,
81,982.3408,
82,982.1963,
83,982.1934,
84,982.0193,
85,981.5768,
86,979.5849,
87,976.3121,
88,974.3289,
89,974.0381,
90,974.0372,
91,974.0361,
92,973.9681,
93,973.6836,
94,971.2522,
95,971.2378,
96,971.2176,
97,968.1941,
98,968.176,
99,968.1224,
100,968.0538,
101,968.0256,
102,968.0175,
103,968.0024,
104,967.9333,
105,967.7281,
106,967.6206,
107,967.6114,
108,967.1454,
109,967.1431,
110,967.1418,
111,967.1539,
112,967.1465,
113,967.1851,
114,967.0789,
115,967.0449,
116,967.0434,
117,962.7459,
118,962.3533,
119,962.3508,
120,961.2355,
121,961.234,
122,961.2282,
123,961.2086,
124,961.1549,
125,961.0861,
126,960.9837,
127,960.8072,
128,960.2412,
129,960.2355,
130,960.101,
131,960.0993,
132,959.793,
133,959.7914,
134,959.6778,
135,959.4285,
136,959.4254,
137,958.8265,
138,957.4021,
139,957.3933,
140,956.696,
141,956.6923,
142,956.6144,
143,956.4664,
144,956.2888,
145,955.3386,
146,954.8648,
147,954.6257,
148,952.1845,
149,952.1834,
150,952.1801,
151,952.1783,
152,952.1771,
153,951.6055,
154,951.5982,
155,951.5968,
156,951.5855,
157,951.3732,
158,951.2668,
159,951.2656,
160,951.2487,
161,951.1844,
162,951.1557,
163,951.0272,
164,950.792,
165,950.768,
166,950.4719,
167,950.3797,
168,950.1254,
169,950.1185,
170,950.0414,
171,950.0387,
172,949.9452,
173,949.9385,
174,949.9116,
175,949.9042,
176,949.2829,
177,948.8827,
178,948.8721,
179,948.8677,
180,948.7104,
181,948.5882,
182,948.582,
183,946.4315,
184,946.4195,
185,946.2396,
186,945.5518,
187,945.5366,
188,945.0149,
189,945.0119,
190,944.8055,
191,942.627,
192,942.5626,
193,942.2444,
194,942.1896,
195,942.1855,
196,942.1716,
197,941.5612,
198,940.4877,
199,940.4832,
200,940.4631,
201,940.453,
202,940.4469,
203,940.4426,
204,940.4389,
205,940.0126,
206,940.005,
207,939.9897,
208,939.7427,
209,939.7417,
210,939.7208,
211,939.6795,
212,939.43,
213,938.753,
214,938.359,
215,938.3571,
216,938.3419,
217,937.875,
218,937.8727,
219,937.8698,
220,936.3924,
221,936.1776,
222,936.1758,
223,935.9349,
224,935.9275,
225,935.9144,
226,935.1432,
227,935.1087,
228,935.109,
229,935.1029,
230,933.6693,
231,930.3097,
232,929.4717,
233,926.6664,
234,926.656,
235,926.3004,
236,926.2542,
237,926.2541,
238,926.2048,
239,926.0391,
240,925.0543,
241,924.8317,
242,924.07,
243,923.7917,
244,921.3671,
245,920.9634,
246,920.957,
247,920.9469,
248,920.0382,
249,920.0318,
250,918.1499,
251,918.1221,
252,912.2912,
253,911.4082,
254,911.4041,
255,911.3851,
256,911.3851,
256,911.3851,
