"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,71.1279,313.0452,6.5322e-05,NaN,NaN,NaN,NaN,1,301.4125,1.3663,0.24925,
1,145.2306,466179889868.1934,0.79507,1,0,1.6406,0,69635978967.3594,476.1727,1.3421,0.19313,
2,374.4049,134756626743.8309,1.3441,1,0,0.46712,1,69635978967.3594,526.7839,0.96617,0.13211,
3,408.1564,802539434.0725,1.8773,1,0,0.31556,-6,69635978967.3594,498.2899,0.87003,0.1125,
4,520.1803,7963561319.04,2.478,1,0,0.74633,1,69635978967.3594,295.2647,0.31397,0.043221,
5,529.9234,77416113.1658,2.9817,1,0,0.16522,-6,69635978967.3594,261.137,0.15175,0.018294,
6,528.2004,66167780.9903,3.5335,1,0,0.50635,1,69635978967.3594,269.3052,0.087928,0.0083726,
7,529.633,10698610.6851,4.069,1,0,0.062588,1,69635978967.3594,263.7003,0.0035715,0.00032988,
8,529.5443,1070149.3462,4.6235,1,0,0.019256,1,69635978967.3594,263.9754,0.0017305,0.00014669,
9,529.4295,48120.5465,5.1699,1,0,0.020446,1,69635978967.3594,264.4093,0.00013999,4.5539e-06,
10,529.4303,16.0318,5.6851,1,0,5.3366e-05,1,69635978967.3594,264.406,2.1202e-08,1.0434e-09,
11,529.4303,0.00013017,6.1704,1,0,4.5697e-08,1,69635978967.3594,264.406,5.8651e-12,1.0721e-12,
