"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,1.7873,0.20446,106.5425,389.8248,
1,1.5974,1.3749,0.20192,0.18854,19.0016,
2,3.3094,1.4079,0.17501,3.7088,83.1034,
3,4.9589,1.4649,0.11775,75.3217,355.5996,
4,6.5583,0.1951,0.0066037,472.6104,259.4063,
5,7.5559,0.13466,0.0036036,478.5007,248.3285,
6,8.1639,0.099683,0.002396,479.5723,246.3749,
7,8.6884,0.065663,0.001611,479.5027,246.3965,
8,9.1428,0.044196,0.0010907,479.3493,246.7018,
9,9.7018,0.030787,0.00073966,479.2471,246.9813,
10,10.1642,0.021286,0.00050305,479.1914,247.1849,
11,10.4945,0.014646,0.00034443,479.1917,247.185,
12,10.6908,0.01004,0.00023495,479.1918,247.1849,
13,10.745,0.01004,0.00023495,479.1918,247.1849,
14,10.8071,0.01004,0.00023495,479.1918,247.1849,
15,10.873,0.01004,0.00023495,479.1918,247.1849,
16,10.9415,0.01004,0.00023495,479.1918,247.1849,
17,11.007,0.01004,0.00023495,479.1918,247.1849,
18,11.0769,0.01004,0.00023495,479.1918,247.1849,
19,11.1302,0.01004,0.00023495,479.1918,247.1849,
20,11.1851,0.01004,0.00023495,479.1918,247.1849,
21,11.2415,0.01004,0.00023495,479.1918,247.1849,
22,11.2967,0.01004,0.00023495,479.1918,247.1849,
23,11.354,0.01004,0.00023495,479.1918,247.1849,
24,11.4133,0.01004,0.00023495,479.1918,247.1849,
25,11.4694,0.01004,0.00023495,479.1918,247.1849,
26,11.5272,0.01004,0.00023495,479.1918,247.1849,
27,11.5941,0.01004,0.00023495,479.1918,247.1849,
28,11.6681,0.01004,0.00023495,479.1918,247.1849,
29,11.7226,0.01004,0.00023495,479.1918,247.1849,
30,11.7742,0.01004,0.00023495,479.1918,247.1849,
