"iter","cost",
0,35779.4625,
1,32104.374,
2,28877.1565,
3,24306.1721,
4,20640.6217,
5,18770.6003,
6,17599.4095,
7,16029.5844,
8,13409.0844,
9,11214.7672,
10,8985.3703,
11,7332.2744,
12,5791.9139,
13,4703.0293,
14,3934.0565,
15,3269.219,
16,2767.8617,
17,2453.0715,
18,2148.4782,
19,1926.0544,
20,1654.1116,
21,1473.2614,
22,1377.4469,
23,1322.3439,
24,1221.6446,
25,1192.7052,
26,1163.049,
27,1125.5712,
28,1098.4655,
29,1053.0583,
30,1032.2059,
31,989.524,
32,985.7895,
33,979.1613,
34,965.563,
35,955.823,
36,953.335,
37,952.0575,
38,943.7123,
39,942.3882,
40,935.4718,
41,934.6083,
42,912.2886,
43,911.1931,
44,893.9433,
45,893.822,
46,892.2926,
47,892.128,
48,891.3863,
49,876.4261,
50,876.3148,
51,875.3173,
52,853.938,
53,853.8285,
54,853.6119,
55,851.5461,
56,851.4907,
57,851.3802,
58,849.1373,
59,843.5751,
60,835.9022,
61,829.8813,
62,829.843,
63,829.6802,
64,829.4841,
65,828.5408,
66,828.3622,
67,828.0595,
68,827.6014,
69,827.5705,
70,827.5089,
71,827.4378,
72,826.852,
73,826.2004,
74,826.1255,
75,825.95,
76,823.8018,
77,823.7758,
78,823.7608,
79,823.7359,
80,822.7853,
81,821.4293,
82,821.4222,
83,818.3559,
84,814.8856,
85,814.8608,
86,814.8542,
87,814.4961,
88,814.4745,
89,814.2435,
90,813.9497,
91,813.3249,
92,813.2069,
93,810.859,
94,807.8549,
95,807.8465,
96,807.8193,
97,800.4018,
98,788.0642,
99,785.685,
100,785.6704,
101,785.6603,
102,772.6801,
103,766.5475,
104,766.528,
105,766.5241,
106,762.6473,
107,762.6403,
108,762.6391,
109,762.024,
110,762.0185,
111,738.8935,
112,737.519,
113,736.6773,
114,733.9288,
115,733.6008,
116,733.3213,
117,733.3202,
118,733.3192,
119,731.3471,
120,731.336,
121,730.0814,
122,706.0812,
123,705.2625,
124,686.5446,
125,685.1896,
126,685.1896,
126,685.1896,
