"iter","cost",
0,8058.7759,
1,7704.5788,
2,7229.0389,
3,6386.3079,
4,6007.8234,
5,4503.8616,
6,3768.7381,
7,2742.7747,
8,2142.83,
9,1741.8665,
10,1414.301,
11,980.4036,
12,810.4008,
13,678.2981,
14,621.8734,
15,578.9439,
16,541.6253,
17,514.5358,
18,490.0551,
19,451.9593,
20,444.0737,
21,439.6044,
22,434.59,
23,429.6774,
24,424.9965,
25,420.5349,
26,412.9313,
27,412.3893,
28,404.1983,
29,401.7381,
30,395.8097,
31,392.547,
32,391.5022,
33,388.4568,
34,388.1045,
35,384.7995,
36,383.5805,
37,380.2897,
38,379.1935,
39,378.0368,
40,377.5562,
41,376.7895,
42,376.3134,
43,374.5991,
44,374.5692,
45,373.1754,
46,373.0309,
47,371.787,
48,371.1272,
49,369.9273,
50,369.5804,
51,367.9607,
52,367.9415,
53,367.6753,
54,367.652,
55,366.4458,
56,366.434,
57,366.1315,
58,366.0356,
59,362.6185,
60,362.5718,
61,356.1945,
62,356.0524,
63,353.3116,
64,351.1698,
65,345.3061,
66,345.1511,
67,339.8216,
68,337.8925,
69,337.7917,
70,334.1957,
71,333.8234,
72,333.8189,
73,333.3663,
74,333.365,
75,333.3556,
76,333.2701,
77,333.1345,
78,326.5361,
79,326.507,
80,326.3847,
81,326.3762,
82,325.9151,
83,325.6309,
84,325.1488,
85,325.1304,
86,324.4684,
87,324.4626,
88,324.2076,
89,323.6289,
90,323.6278,
91,323.6179,
92,322.8178,
93,322.699,
94,320.9137,
95,320.9079,
96,320.7781,
97,318.954,
98,318.7987,
99,318.7982,
99,318.7982,
