"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,60.2282,217.3908,0.00018237,NaN,NaN,NaN,NaN,1,203.56,1.6195,0.22304,
1,124.4107,918010432047.7542,0.82007,1,0,1.6027,0,190551005944.4472,281.5942,1.7618,0.18,
2,273.9057,3440766853.9809,1.3102,1,0,0.67065,-6,190551005944.4472,213.3454,0.77185,0.10567,
3,297.5098,363562821.966,1.7734,1,0,0.46826,-6,190551005944.4472,152.3451,0.43933,0.073973,
4,301.2099,1820714869.0924,2.2639,1,0,1.1954,1,190551005944.4472,146.2659,0.4394,0.057746,
5,312.2534,159934509.8925,2.7747,1,0,0.19101,-6,190551005944.4472,98.8517,0.22264,0.036898,
6,307.6763,3426226633.5694,3.4968,1,0,0.9673,0,190551005944.4472,103.8618,0.17945,0.020693,
7,308.8758,1464866102.9018,4.0243,1,0,0.20964,1,190551005944.4472,99.2698,0.069548,0.0097787,
8,309.2897,111505013.1401,4.512,1,0,0.16344,1,190551005944.4472,97.8612,0.037608,0.0071034,
9,309.343,31033939.5792,5.0074,1,0,0.25534,1,190551005944.4472,103.8583,0.023369,0.003956,
10,309.1186,8004207.0104,5.4804,1,0,0.15294,1,190551005944.4472,108.5468,0.016377,0.0025067,
11,308.8959,5329793765.9608,5.9948,1,0,0.046849,-2,223894112770.3813,108.7216,0.0088488,0.0023588,
12,308.8939,168908.1123,6.4554,0.0019531,0,0.0013102,-6,223894112770.3813,108.7406,0.0087733,0.0023578,
13,308.8939,222.5249,6.9396,2.2737e-13,0,2.0126e-15,-2,223894112770.3813,108.7406,0.0087733,0.0023578,
