"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,0.89554,0.18631,49.6674,1.7592,
1,1.5199,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
2,1.6128,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
3,1.6861,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
4,1.7622,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
5,1.8472,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
6,1.916,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
7,1.9911,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
8,2.0597,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
9,2.1298,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
10,2.2054,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
11,2.2759,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
12,2.3477,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
13,2.4297,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
14,2.5081,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
15,2.5765,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
16,2.6587,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
17,2.7294,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
18,2.8047,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
19,2.881,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
20,2.9487,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
21,3.0219,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
22,3.0907,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
23,3.1761,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
24,3.2445,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
25,3.3121,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
26,3.3807,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
27,3.4491,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
28,3.5181,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
29,3.5883,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
30,3.6649,3.5248e-06,3.9899e-07,49.6674,4.8546e-06,
