"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,71.1176,330.3211,7.4006e-05,NaN,NaN,NaN,NaN,1,314.9893,1.5521,0.23481,
1,152.1441,1837761338925.471,1.3127,1,0,1.5432,0,251015291582.343,461.387,1.4612,0.18758,
2,404.9553,139128750707.8354,2.045,1,0,1.3528,-6,251015291582.343,431.161,1.2919,0.14506,
3,396.7164,1638912103.1042,2.7773,1,0,0.3774,-6,251015291582.343,440.5619,1.1172,0.14496,
4,374.082,58601749447.7546,3.8653,1,0,2.1416,0,251015291582.343,466.2686,1.4138,0.12583,
5,423.3215,15440081391.1839,4.5859,1,0,0.87711,-6,251015291582.343,406.3089,1.0691,0.096228,
6,501.8717,18493595670.1824,5.4888,1,0,0.42532,1,251015291582.343,205.159,0.51622,0.037037,
7,503.9755,9920154.2385,6.2276,1,0,0.074939,-6,251015291582.343,194.9928,0.5181,0.026052,
8,503.7708,79608086168132.91,6.9682,0.0625,0,0.057872,-2,1367108692551252,195.7725,0.50462,0.02602,
9,503.6562,7686627.3378,7.7233,0.25,0,0.13145,-6,1367108692551252,195.1263,0.46673,0.025062,
10,503.6562,338872.5059,8.4915,4.4409e-16,1,4.9221e-16,-2,1367108692551252,195.1263,0.46673,0.025062,
