"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,1.9135,0.19479,134.9405,591.127,
1,2.2663,1.8229,0.19362,0.20794,26.5361,
2,3.9643,1.938,0.17339,2.6654,94.0867,
3,4.8842,2.2303,0.14565,51.8529,410.6999,
4,7.0465,1.6682,0.018616,716.5634,716.2479,
5,9.2345,0.16388,0.0036539,859.4274,397.3137,
6,9.8476,0.11965,0.0024,863.2832,389.0419,
7,10.2339,0.086056,0.0016293,864.0667,387.4491,
8,10.4843,0.060875,0.0011093,864.2271,387.1305,
9,10.6728,0.042541,0.00075468,864.2612,387.0646,
10,10.9103,0.029481,0.00051317,864.2668,387.0529,
11,11.0678,0.020316,0.00034894,864.2682,387.0508,
12,11.2272,0.013948,0.00023734,864.2685,387.05,
13,11.2935,0.013948,0.00023734,864.2685,387.05,
14,11.3617,0.013948,0.00023734,864.2685,387.05,
15,11.4298,0.013948,0.00023734,864.2685,387.05,
16,11.497,0.013948,0.00023734,864.2685,387.05,
17,11.5691,0.013948,0.00023734,864.2685,387.05,
18,11.638,0.013948,0.00023734,864.2685,387.05,
19,11.7071,0.013948,0.00023734,864.2685,387.05,
20,11.7762,0.013948,0.00023734,864.2685,387.05,
21,11.8448,0.013948,0.00023734,864.2685,387.05,
22,11.9248,0.013948,0.00023734,864.2685,387.05,
23,12.0001,0.013948,0.00023734,864.2685,387.05,
24,12.0807,0.013948,0.00023734,864.2685,387.05,
25,12.1596,0.013948,0.00023734,864.2685,387.05,
26,12.2267,0.013948,0.00023734,864.2685,387.05,
27,12.2939,0.013948,0.00023734,864.2685,387.05,
28,12.3618,0.013948,0.00023734,864.2685,387.05,
29,12.4287,0.013948,0.00023734,864.2685,387.05,
30,12.5002,0.013948,0.00023734,864.2685,387.05,
