"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,1.3663,0.24925,71.1279,301.4125,
1,0.27068,1.4351,0.24283,0.0085894,6.2039,
2,1.2328,1.3813,0.22306,0.39321,26.0147,
3,1.7592,1.4752,0.19026,11.4264,148.6337,
4,2.9324,0.56721,0.047122,417.0988,479.8201,
5,4.2595,0.64943,0.030577,471.7226,398.8297,
6,5.5547,0.11396,0.0072293,509.0748,310.7814,
7,6.3485,0.10269,0.0057842,512.3729,301.3689,
8,7.3469,0.020252,0.0020725,516.5177,289.4436,
9,8.3023,0.017172,0.0011949,517.1809,288.1903,
10,8.9908,0.00387,0.00026706,518.0853,285.9839,
11,9.4541,0.0031105,0.00012353,518.2047,285.7619,
12,9.8024,0.00072899,2.5316e-05,518.3206,285.4146,
13,9.9549,0.00058285,1.9598e-05,518.3274,285.3946,
14,10.0183,0.00050457,1.6505e-05,518.3317,285.3804,
15,10.1589,0.00013818,4.1999e-06,518.3474,285.3279,
16,10.1913,0.000127,3.6664e-06,518.3482,285.3253,
17,10.2474,3.486e-05,1.1191e-06,518.3514,285.3145,
18,10.2759,3.2019e-05,1.0091e-06,518.3515,285.314,
19,10.305,9.3045e-06,4.8857e-07,518.3522,285.3117,
20,10.3324,8.7919e-06,4.4465e-07,518.3523,285.3116,
21,10.3611,2.6672e-06,3.1403e-07,518.3524,285.311,
22,10.3924,5.3305e-06,2.8888e-07,518.3524,285.3109,
23,10.4312,5.3305e-06,2.8888e-07,518.3524,285.3109,
24,10.4728,5.3305e-06,2.8888e-07,518.3524,285.3109,
25,10.5219,5.3305e-06,2.8888e-07,518.3524,285.3109,
26,10.5612,5.3305e-06,2.8888e-07,518.3524,285.3109,
27,10.5985,5.3305e-06,2.8888e-07,518.3524,285.3109,
28,10.6354,5.3305e-06,2.8888e-07,518.3524,285.3109,
29,10.6716,5.3305e-06,2.8888e-07,518.3524,285.3109,
30,10.7084,5.3305e-06,2.8888e-07,518.3524,285.3109,
