"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,1.7565,0.25681,265.8797,654.564,
1,0.46675,1.4112,0.29618,0.008326,6.4666,
2,1.5977,1.3113,0.29226,0.20797,20.205,
3,2.4704,1.4096,0.26483,5.4232,111.0507,
4,3.6455,0.91027,0.084693,467.6623,646.5341,
5,4.3132,1.0824,0.073478,539.1579,574.6766,
6,5.4429,0.1597,0.015111,647.571,342.9336,
7,6.4432,0.15108,0.0095997,658.4488,302.2952,
8,7.5053,0.03164,0.0022703,664.8404,276.339,
9,8.0813,0.027779,0.0015989,665.4971,274.2372,
10,8.5102,0.0066833,0.00043341,666.6714,269.5613,
11,8.7955,0.005822,0.00029137,666.7659,269.3509,
12,9.0603,0.0014883,6.7479e-05,666.9943,268.3703,
13,9.1755,0.001301,5.4104e-05,667.006,268.3262,
14,9.2723,0.00033876,1.4201e-05,667.0518,268.1115,
15,9.3218,0.00029639,1.2305e-05,667.0539,268.1017,
16,9.3692,7.7403e-05,3.3325e-06,667.0642,268.0535,
17,9.3935,6.7813e-05,2.9429e-06,667.0646,268.0514,
18,9.4189,1.9185e-05,1.1562e-06,667.0668,268.0408,
19,9.4515,1.5435e-05,9.7597e-07,667.0671,268.0396,
20,9.4794,6.67e-06,3.9896e-07,667.0677,268.0369,
21,9.5292,3.7561e-06,4.535e-07,667.0676,268.0373,
22,9.5615,3.7561e-06,4.535e-07,667.0676,268.0373,
23,9.5947,3.7561e-06,4.535e-07,667.0676,268.0373,
24,9.6275,3.7561e-06,4.535e-07,667.0676,268.0373,
25,9.6605,3.7561e-06,4.535e-07,667.0676,268.0373,
26,9.6938,3.7561e-06,4.535e-07,667.0676,268.0373,
27,9.7261,3.7561e-06,4.535e-07,667.0676,268.0373,
28,9.7586,3.7561e-06,4.535e-07,667.0676,268.0373,
29,9.7909,3.7561e-06,4.535e-07,667.0676,268.0373,
30,9.8249,3.7561e-06,4.535e-07,667.0676,268.0373,
