"iter","cost",
0,1698.6286,
1,1268.9332,
2,1106.8663,
3,847.2262,
4,692.0699,
5,570.17,
6,487.5724,
7,375.0532,
8,329.0292,
9,289.6133,
10,270.4248,
11,255.6145,
12,239.6969,
13,230.6016,
14,224.154,
15,219.5076,
16,218.1197,
17,216.9648,
18,194.8885,
19,192.341,
20,192.3021,
21,181.9281,
22,181.8781,
23,181.8594,
24,181.6371,
25,181.4825,
26,167.2135,
27,167.175,
28,166.9336,
29,157.6108,
30,157.5781,
31,157.5741,
32,153.4625,
33,153.4402,
34,153.11,
35,151.8274,
36,151.8212,
37,151.8071,
38,151.7529,
39,148.2557,
40,145.6508,
41,145.6137,
42,145.612,
42,145.612,
