"iter","cost",
0,17945.948,
1,16703.3439,
2,15084.4704,
3,12854.9124,
4,10580.6528,
5,9203.3148,
6,8776.1481,
7,6544.4263,
8,4324.0229,
9,2860.6975,
10,2185.8339,
11,1771.8858,
12,1536.2797,
13,1282.6947,
14,1223.1228,
15,1124.176,
16,1031.3762,
17,999.8439,
18,935.8459,
19,903.9473,
20,892.7389,
21,851.2273,
22,830.3582,
23,764.5644,
24,711.095,
25,697.4801,
26,687.8454,
27,674.1248,
28,664.3007,
29,656.4925,
30,644.4334,
31,633.4835,
32,629.6826,
33,624.812,
34,621.5488,
35,616.1404,
36,613.5092,
37,612.0693,
38,605.2609,
39,600.6868,
40,600.018,
41,598.9414,
42,593.2576,
43,593.0764,
44,592.7255,
45,584.9085,
46,584.6949,
47,584.6949,
