"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,1.4587,0.20458,95.8497,395.9176,
1,0.64878,1.2936,0.20818,0.0098461,8.0827,
2,2.758,1.2738,0.1977,0.34909,31.4084,
3,5.0649,1.342,0.1754,10.4056,178.7705,
4,6.8352,0.51665,0.036958,645.8226,642.7369,
5,8.7902,0.48997,0.026174,735.0255,457.4289,
6,11.0291,0.073488,0.0057597,758.2904,381.8026,
7,13.2388,0.062809,0.0044085,764.356,359.1391,
8,15.6093,0.013753,0.0019558,767.2494,348.8408,
9,17.4115,0.012277,0.0014148,767.8962,347.6552,
10,19.4409,0.0036355,0.00063292,769.0427,345.5296,
11,21.6659,0.002827,0.00029954,769.5142,345.5548,
12,23.3404,0.002518,0.00015724,769.7409,345.5021,
13,24.7812,0.00066277,3.1785e-05,769.9607,345.1073,
14,25.6822,0.00058899,1.7797e-05,769.9842,345.0902,
15,26.2431,0.00015615,4.2153e-06,770.0094,345.0029,
16,26.2928,0.00013927,3.7249e-06,770.0101,345.0001,
17,26.3476,3.9366e-05,1.5135e-06,770.015,344.9796,
18,26.7391,3.2755e-05,1.1892e-06,770.016,344.9789,
19,26.8119,6.9379e-06,4.8286e-07,770.0173,344.9734,
20,26.8723,5.6609e-06,4.1019e-07,770.0174,344.9731,
21,26.9359,5.0601e-06,2.8056e-07,770.0176,344.9719,
22,27.0082,5.0601e-06,2.8056e-07,770.0176,344.9719,
23,27.1399,5.0601e-06,2.8056e-07,770.0176,344.9719,
24,27.2379,5.0601e-06,2.8056e-07,770.0176,344.9719,
25,27.3233,5.0601e-06,2.8056e-07,770.0176,344.9719,
26,27.3859,5.0601e-06,2.8056e-07,770.0176,344.9719,
27,27.4428,5.0601e-06,2.8056e-07,770.0176,344.9719,
28,27.5025,5.0601e-06,2.8056e-07,770.0176,344.9719,
29,27.5829,5.0601e-06,2.8056e-07,770.0176,344.9719,
30,27.6485,5.0601e-06,2.8056e-07,770.0176,344.9719,
