"iter","cost",
0,16278.934,
1,14921.9516,
2,12988.1676,
3,10200.9411,
4,8370.9403,
5,6140.3321,
6,5219.9905,
7,4116.7603,
8,3391.7693,
9,2694.2312,
10,2335.7224,
11,1869.5379,
12,1515.1258,
13,1194.7999,
14,1046.4052,
15,957.9559,
16,901.6851,
17,848.8943,
18,804.1486,
19,778.471,
20,764.6056,
21,753.2045,
22,740.6003,
23,733.2952,
24,731.2676,
25,728.275,
26,727.5701,
27,727.3934,
28,725.584,
29,723.6341,
30,716.716,
31,716.652,
32,709.4117,
33,700.7269,
34,700.5869,
35,700.3468,
36,689.1334,
37,688.6049,
38,680.6394,
39,680.6127,
40,679.8266,
41,674.9323,
42,674.9044,
43,674.903,
44,673.9306,
45,673.7485,
46,673.7417,
47,673.688,
48,673.6535,
49,673.5476,
50,673.5161,
51,673.4471,
52,673.3571,
53,673.3375,
54,673.3005,
55,673.2884,
56,673.2454,
57,673.2363,
58,673.1557,
59,673.1517,
60,672.6675,
61,671.5588,
62,661.8517,
63,661.7767,
64,661.7726,
65,661.7688,
66,661.5033,
67,660.5615,
68,660.5565,
69,658.1544,
70,658.1094,
71,656.7479,
72,656.7194,
73,656.6881,
74,643.2119,
75,643.1799,
76,641.9559,
77,641.9515,
78,641.9487,
79,641.947,
80,641.8265,
81,641.5396,
82,639.5582,
83,632.0574,
84,628.0699,
85,628.0492,
86,627.6961,
87,624.7696,
88,621.0957,
89,621.0766,
90,621.0755,
91,619.5511,
92,613.3382,
93,601.1036,
94,601.0306,
95,594.6252,
96,594.5893,
97,594.5667,
98,593.9218,
99,593.785,
100,589.7172,
101,589.703,
102,589.2907,
103,585.3948,
104,585.3755,
105,585.1466,
106,572.2263,
107,552.9506,
108,548.6204,
109,548.598,
110,548.5808,
111,545.8275,
112,545.8217,
113,545.782,
114,544.0649,
115,534.1948,
116,534.1588,
117,534.1584,
118,528.5768,
119,528.5479,
120,528.437,
121,527.8318,
122,527.8286,
123,527.8108,
124,527.4543,
125,527.4529,
126,525.9066,
127,525.626,
128,525.626,
128,525.626,
