"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,95.8497,407.3526,0.00032548,NaN,NaN,NaN,NaN,1,395.9176,1.4587,0.20458,
1,184.4367,873394226467.5818,2.6519,1,0,2.1763,0,100353076266.1259,632.1121,1.8058,0.15192,
2,334.2095,1662752614.9186,4.365,1,0,0.31705,-6,100353076266.1259,777.7872,1.6852,0.12088,
3,609.5713,1212445643.3282,5.974,1,0,0.42564,-6,100353076266.1259,714.364,1.1446,0.078019,
4,777.6717,53294896554.7509,8.3596,1,0,0.56658,1,100353076266.1259,399.7507,0.46114,0.026109,
5,795.3031,56578195.0648,9.9588,1,0,0.15138,-6,100353076266.1259,330.7766,0.11919,0.0098381,
6,797.8449,52454273565.1372,11.8286,1,0,0.40866,-2,100353076266.1259,332.1574,0.092853,0.0091271,
7,797.8143,3777321867.9983,13.8735,1,0,0.017751,1,100353076266.1259,332.2521,0.091337,0.008635,
8,797.2276,29815176.9899,15.5249,1,0,0.034109,-6,100353076266.1259,334.3903,0.090722,0.0066733,
9,797.2276,9022332.3355,17.3671,1.4211e-14,0,4.7301e-15,-2,2771053403851006,334.3903,0.090722,0.0066733,
