"iter","cost",
0,22895.9892,
1,22226.8122,
2,21043.0679,
3,17556.9102,
4,14727.4757,
5,12217.7303,
6,10906.3927,
7,8616.0204,
8,6959.5775,
9,5349.0524,
10,4282.2022,
11,3447.3222,
12,2678.6635,
13,2286.534,
14,1930.9892,
15,1638.9054,
16,1499.5886,
17,1397.2242,
18,1313.5349,
19,1211.9274,
20,1150.324,
21,1101.1867,
22,1029.9164,
23,984.3785,
24,928.4441,
25,900.8186,
26,896.0403,
27,866.2179,
28,855.584,
29,842.3028,
30,825.9438,
31,817.7917,
32,807.9291,
33,801.0723,
34,792.1436,
35,781.9292,
36,766.6056,
37,755.0575,
38,744.8125,
39,744.086,
40,742.4798,
41,738.7292,
42,737.495,
43,733.105,
44,729.9491,
45,729.219,
46,727.8145,
47,724.9519,
48,723.5878,
49,723.5238,
50,721.4364,
51,721.4188,
52,719.666,
53,718.6454,
54,716.0271,
55,715.4278,
56,715.3598,
57,710.9908,
58,709.1821,
59,708.6114,
60,708.3368,
61,707.2137,
62,707.133,
63,701.7972,
64,701.754,
65,697.6949,
66,697.2655,
67,696.1752,
68,695.8375,
69,695.567,
70,695.0496,
71,693.4738,
72,693.1317,
73,693.1216,
74,691.7604,
75,691.7409,
76,690.133,
77,687.5002,
78,687.4843,
79,686.4326,
80,686.0194,
81,681.8675,
82,681.845,
83,675.1993,
84,675.1458,
85,674.6475,
86,674.6422,
87,673.8525,
88,673.848,
89,673.4663,
90,673.4554,
91,671.2289,
92,668.7559,
93,668.7433,
94,667.2161,
95,666.4559,
96,661.3151,
97,660.203,
98,660.1969,
99,656.5967,
100,656.5769,
101,656.4358,
102,656.2863,
103,656.1858,
104,656.1831,
104,656.1831,
