"iter","time","maxviolation","meanviolation","cost",
0,0,0.29622,0.29622,81.5468,
1,0.36509,0.77248,0.77248,30.1251,
2,0.54056,0.074051,0.074051,31.2089,
3,0.84936,0.0067616,0.0067616,31.555,
4,0.86121,0.0067616,0.0067616,31.555,
5,0.87944,0.0067616,0.0067616,31.555,
6,0.8873,0.0067616,0.0067616,31.555,
7,0.89575,0.0067616,0.0067616,31.555,
8,0.90331,0.0067616,0.0067616,31.555,
9,0.91249,0.0067616,0.0067616,31.555,
10,2.2331,0.0015817,0.0015817,31.6328,
11,2.2478,0.0015817,0.0015817,31.6328,
12,2.261,0.0015817,0.0015817,31.6328,
13,2.2742,0.0015817,0.0015817,31.6328,
14,2.2888,0.0015817,0.0015817,31.6328,
15,2.3053,0.0015817,0.0015817,31.6328,
16,2.323,0.0015817,0.0015817,31.6328,
17,2.353,0.0015817,0.0015817,31.6328,
18,2.374,0.0015817,0.0015817,31.6328,
19,2.3979,0.0015817,0.0015817,31.6328,
20,2.4182,0.0015817,0.0015817,31.6328,
21,2.4406,0.0015817,0.0015817,31.6328,
22,2.4622,0.0015817,0.0015817,31.6328,
23,2.4835,0.0015817,0.0015817,31.6328,
24,2.5059,0.0015817,0.0015817,31.6328,
25,2.5264,0.0015817,0.0015817,31.6328,
26,2.547,0.0015817,0.0015817,31.6328,
27,2.5734,0.0015817,0.0015817,31.6328,
28,2.5981,0.0015817,0.0015817,31.6328,
29,2.6151,0.0015817,0.0015817,31.6328,
30,2.6425,0.0015817,0.0015817,31.6328,
