NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.482251238852787e-07,0.000656742982269333,20.097241996,4,8,2,16
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.139710733879734e-07,0.001514026439210333,20.092737331,4,8,2,16
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01527559240860684,0.000494561176564047,20.074913242,4,8,3,16
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.636949517554449e-09,0.0002334600975205144,40.073435516,4,8,2,16
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.677688423938943e-07,0.002874733492433545,40.093970409,4,8,2,16
Inf,0.0003488617434967798,60.167627801,4.118021518058943e-14,1.676828832636669e-24,15.650162748,1.570237663141913e-14,1.183278789212701e-25,60.024883785,1.279615863531973e-10,2.957156809854049e-17,60.040708411,4,8,2,16
Inf,0.002435743920005872,61.466892482,3.249235874340794e-07,2.54600101522665e-15,60.018934851,2.162253116139847e-08,3.09304518936577e-16,60.028244091,4.509450100020022e-07,0.03187882593488199,60.022430062,4,8,2,16
Inf,6.333678565424866e-15,63.226277788,2.580034800228959e-07,4.330297973311573e-13,60.034531201,3.285398190277677e-06,0.008188630540964789,41.851495491,1.177913582107377e-06,0.02591074261651134,60.039027538,4,8,2,16
Inf,0.00886538506416007,62.687675835,0.0004661589260513683,0.002476233528605336,60.012791661,2.736080664965284e-05,0.0024934297176397,60.018907194,1.636543637145275e+19,698503322687.0513,60.047140597,4,8,2,16
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.921511910700682e-10,9.042302322153539e-21,20.09693598,4,8,2,16
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.107142573200681e-05,2.75138048199873e-05,20.03725067,4,8,2,16
