"iter","cost","time","LagGradNorm","maxviolation","KKT_residual",
0,-4.2631,0.16564,1.3669,78.8887,78.9005,
1,-12.8453,0.23225,1.1724,39.6774,39.6947,
2,-7.7778,0.25233,1.0053,17.5037,17.5325,
3,-2.9648,0.27038,1.1314,8.5397,8.6143,
4,-2.1577,0.29969,0.94171,5.4912,5.5714,
5,-1.3359,0.35671,0.97915,3.1731,3.3208,
6,-1.2544,0.37199,0.97454,2.9403,3.0976,
7,-0.76264,0.37676,0.9432,1.6507,1.9012,
8,-0.55577,0.38285,0.30283,0.90319,0.95261,
9,-0.32682,0.38761,0.63661,0.31742,0.71135,
10,-0.28145,0.39225,0.48503,0.046288,0.48723,
11,-0.28357,0.40239,0.42393,0.031061,0.42507,
12,-0.26886,0.40672,0.31659,0.0083774,0.3167,
13,-0.26698,0.41146,0.088573,0.0012737,0.088582,
14,-0.3005,0.41761,0.027156,0.0017089,0.027209,
15,-0.35009,0.42238,0.021598,0.004385,0.022039,
16,-0.43322,0.42706,0.053981,0.012323,0.05537,
17,-0.658,0.43141,0.062195,0.11737,0.13283,
18,-0.61655,0.43578,0.080327,0.014252,0.081581,
19,-0.64724,0.44014,0.042953,0.018275,0.046679,
20,-0.64342,0.44458,0.026708,0.0068773,0.027579,
21,-0.64198,0.44911,0.020105,0.0021491,0.020219,
22,-0.64158,0.45378,0.013666,0.00096643,0.0137,
23,-0.64127,0.45819,0.0099631,0.00028865,0.0099672,
24,-0.64121,0.46259,0.0091855,5.3753e-05,0.0091856,
25,-0.64129,0.46695,0.0082701,3.8656e-05,0.0082702,
26,-0.64139,0.4716,0.0065178,7.5554e-05,0.0065182,
27,-0.6414,0.47599,0.0031361,5.9651e-05,0.0031366,
28,-0.64138,0.48037,0.00083272,3.7031e-05,0.00083354,
29,-0.64135,0.48471,0.00046499,8.8585e-06,0.00046507,
30,-0.64134,0.489,0.00039963,1.8757e-06,0.00039964,
31,-0.64134,0.49335,0.00032574,6.7218e-07,0.00032574,
32,-0.64134,0.49786,0.00031279,3.5671e-07,0.00031279,
33,-0.64134,0.50226,0.0002318,1.9045e-07,0.0002318,
34,-0.64134,0.50664,0.0002,8.0151e-08,0.0002,
35,-0.64873,0.51131,0.0024835,0.0022811,0.0033721,
36,-0.64817,0.51588,0.0026452,0.00027295,0.0026592,
37,-0.64808,0.5207,0.0011721,2.8916e-05,0.0011725,
38,-0.64806,0.52526,0.00064748,9.2818e-06,0.00064754,
39,-0.64806,0.52973,0.0006062,1.3018e-05,0.00060634,
40,-0.64806,0.53426,0.00034526,6.6354e-06,0.00034532,
41,-0.64807,0.53884,0.00023471,2.8612e-06,0.00023473,
42,-0.64807,0.54335,0.00017446,5.2964e-07,0.00017446,
43,-0.64807,0.548,0.00011739,2.4655e-07,0.00011739,
44,-0.64807,0.55275,7.1566e-05,2.9774e-07,7.1566e-05,
45,-0.64806,0.55742,4e-05,4.6304e-08,4e-05,
46,-0.64955,0.5628,0.00063399,0.00032004,0.00071019,
47,-0.64941,0.56799,0.00021444,1.372e-05,0.00021488,
48,-0.6494,0.57269,0.00014344,8.526e-07,0.00014344,
49,-0.6494,0.57718,8.4253e-05,2.5296e-07,8.4253e-05,
50,-0.6494,0.58193,3.7391e-05,8.0902e-08,3.7391e-05,
51,-0.6494,0.58665,1.8551e-05,1.4998e-08,1.8551e-05,
52,-0.6494,0.59137,8.8524e-06,3.2185e-09,8.8524e-06,
53,-0.6494,0.59611,8e-06,1.1479e-09,8e-06,
54,-0.64968,0.60261,0.00023329,3.183e-05,0.00023545,
55,-0.64967,0.60753,6.9199e-05,1.2101e-06,6.9209e-05,
56,-0.64967,0.61228,4.3941e-05,7.2712e-08,4.3941e-05,
57,-0.64967,0.61717,2.0086e-05,2.0279e-08,2.0086e-05,
58,-0.64967,0.622,9.1534e-06,8.0321e-09,9.1534e-06,
59,-0.64967,0.62681,5.5908e-06,2.1716e-09,5.5908e-06,
60,-0.64967,0.63164,4.1801e-06,1.1991e-09,4.1801e-06,
61,-0.64967,0.63645,1.9035e-06,2.3077e-10,1.9035e-06,
62,-0.64967,0.64115,1.6e-06,3.2225e-11,1.6e-06,
63,-0.64972,0.64609,7.3202e-05,2.9086e-06,7.326e-05,
64,-0.64972,0.6509,2.2593e-05,1.5485e-07,2.2594e-05,
65,-0.64972,0.65586,1.4241e-05,6.3869e-09,1.4241e-05,
66,-0.64972,0.66088,5.1429e-06,1.0625e-09,5.1429e-06,
67,-0.64972,0.66575,1.8566e-06,3.7357e-10,1.8566e-06,
68,-0.64972,0.67072,1.1568e-06,1.2424e-10,1.1568e-06,
69,-0.64972,0.67568,4.7514e-07,6.7091e-12,4.7514e-07,
70,-0.64972,0.68067,3.2e-07,2.1172e-12,3.2e-07,
71,-0.64973,0.68554,1.4498e-05,2.8739e-07,1.4501e-05,
