"iter","time","dist","rho","maxviolation","meanviolation","cost","maxabsLagMult","KKT_residual","LagGradNorm",
0,0,NaN,1,4.628,2.4543,119.6996,1,16.9849,16.3399,
1,0.57639,12.0976,3.3333,1.7551,1.7551,35.3677,0.75511,13.2787,13.0446,
2,0.96125,21.8905,3.3333,0.45364,0.45363,37.3368,0.75703,11.2396,11.2213,
3,1.063,0.13673,3.3333,0.001201,0.00099254,38.0237,0.75964,0.023403,0.023359,
4,1.0822,0.00029598,3.3333,4.8135e-06,2.7204e-06,38.0234,0.75966,0.0004805,0.00048047,
5,1.1092,0.00012171,11.1111,2.0503e-05,1.0615e-05,38.0234,0.75959,0.0002793,0.00027855,
6,1.1217,5.9145e-06,11.1111,5.2282e-06,3.3754e-06,38.0234,0.75965,0.00035207,0.00035203,
7,1.1614,0.00027655,11.1111,2.1868e-06,1.5401e-06,38.0234,0.75964,0.00012831,0.00012829,
8,1.1711,8.4658e-07,37.037,1.8754e-06,1.3543e-06,38.0234,0.75963,0.0001162,0.00011618,
9,1.1822,4.5984e-07,37.037,3.855e-07,2.3837e-07,38.0234,0.75963,0.00010352,0.00010352,
10,1.1952,3.254e-07,123.4568,5.1859e-07,2.7589e-07,38.0234,0.75963,9.3996e-05,9.3995e-05,
11,1.2091,1.3248e-07,123.4568,1.3417e-07,8.2943e-08,38.0234,0.75964,0.00011451,0.00011451,
12,1.299,9.9513e-05,123.4568,6.5934e-08,5.6328e-08,38.0234,0.75963,5.6535e-05,5.6535e-05,
13,1.3314,6.6238e-06,411.5226,7.3769e-08,5.279e-08,38.0234,0.75963,5.7257e-05,5.7257e-05,
14,1.3459,1.8316e-08,411.5226,1.2113e-08,6.5101e-09,38.0234,0.75963,4.5349e-05,4.5349e-05,
15,1.3624,2.0449e-08,411.5226,4.0333e-09,2.3379e-09,38.0234,0.75963,4.2322e-05,4.2322e-05,
16,1.5233,5.4568e-05,1371.7421,1.256e-08,1.1716e-08,38.0234,0.75963,1.8761e-05,1.8761e-05,
17,1.5411,4.7334e-09,1371.7421,5.7302e-09,3.4092e-09,38.0234,0.75964,2.8672e-05,2.8672e-05,
18,1.5587,2.2272e-09,1371.7421,2.6823e-09,2.0302e-09,38.0234,0.75963,2.8329e-05,2.8329e-05,
19,1.5749,1.5132e-09,1371.7421,1.8132e-09,1.2281e-09,38.0234,0.75963,1.7203e-05,1.7203e-05,
20,1.5922,1.3234e-09,1371.7421,4.4789e-10,3.7592e-10,38.0234,0.75963,1.4607e-05,1.4607e-05,
21,1.6067,7.3576e-09,4572.4737,1.0905e-09,1.051e-09,38.0234,0.75963,1.4147e-05,1.4147e-05,
22,1.6264,5.8359e-10,15241.579,1.0675e-09,8.7265e-10,38.0234,0.75963,1.6705e-05,1.6705e-05,
23,1.6464,2.9859e-10,15241.579,2.1244e-10,1.846e-10,38.0234,0.75963,2.6027e-05,2.6027e-05,
24,1.6682,9.5849e-11,15241.579,1.1821e-10,9.9742e-11,38.0234,0.75963,1.4119e-05,1.4119e-05,
25,1.6908,1.0474e-10,50805.2634,3.1209e-10,2.2124e-10,38.0234,0.75963,1.8622e-05,1.8622e-05,
26,1.713,5.7803e-11,50805.2634,2.3672e-11,2.1239e-11,38.0234,0.75964,2.1001e-05,2.1001e-05,
27,1.7332,3.1365e-11,169350.8781,7.6454e-11,5.7714e-11,38.0234,0.75963,2.747e-05,2.747e-05,
28,1.7621,3.7948e-11,564502.9269,1.0777e-10,7.5728e-11,38.0234,0.75964,1.4004e-05,1.4004e-05,
29,1.7854,2.7958e-11,564502.9269,3.2703e-11,2.2367e-11,38.0234,0.75963,0.00010767,0.00010767,
30,1.8072,7.6642e-12,564502.9269,7.8271e-13,5.127e-13,38.0234,0.75963,1.4302e-05,1.4302e-05,
31,1.8246,4.2855e-10,1881676.4232,1.2155e-12,9.5982e-13,38.0234,0.75963,1.4022e-05,1.4022e-05,
32,1.8459,1.6179e-11,6272254.7439,4.2087e-11,3.1375e-11,38.0234,0.75967,1.4617e-05,1.4617e-05,
33,1.888,0,20907515.8129,4.2087e-11,3.1375e-11,38.0234,0.7598,0.00047267,0.00047267,
34,1.9272,0,69691719.3763,4.2087e-11,3.1375e-11,38.0234,0.76023,0.0020613,0.0020613,
35,1.9676,0,232305731.2542,4.2087e-11,3.1375e-11,38.0234,0.76167,0.0073572,0.0073572,
36,2.0075,0,774352437.514,4.2087e-11,3.1375e-11,38.0234,0.76694,0.02501,0.02501,
37,2.048,0,2581174791.7132,4.2087e-11,3.1375e-11,38.0234,0.79953,0.083854,0.083854,
38,2.0862,0,8603915972.3773,4.2087e-11,3.1375e-11,38.0234,0.90816,0.28,0.28,
39,2.1245,0,28679719907.9244,4.2087e-11,3.1375e-11,38.0234,1.2703,0.93382,0.93382,
40,2.1626,0,95599066359.7481,4.2087e-11,3.1375e-11,38.0234,2.4773,3.1132,3.1132,
41,2.2008,0,318663554532.4938,4.2087e-11,3.1375e-11,38.0234,6.5009,10.3778,10.3778,
42,2.2378,0,1062211848441.646,4.2087e-11,3.1375e-11,38.0234,19.9126,34.5933,34.5933,
43,2.2737,0,3540706161472.154,4.2087e-11,3.1375e-11,38.0234,20,115.3113,115.3113,
44,2.3104,0,11802353871573.85,4.2087e-11,3.1375e-11,38.0234,20,142.7206,142.7206,
45,2.3471,0,39341179571912.82,4.2087e-11,3.1375e-11,38.0234,20,142.7206,142.7206,
46,2.3832,0,131137265239709.4,4.2087e-11,3.1375e-11,38.0234,20,142.7206,142.7206,
47,2.4202,0,437124217465698.1,4.2087e-11,3.1375e-11,38.0234,20,142.7206,142.7206,
48,2.4568,0,1457080724885660,4.2087e-11,3.1375e-11,38.0234,20,142.7206,142.7206,
49,2.4936,0,4856935749618868,4.2087e-11,3.1375e-11,38.0234,20,142.7206,142.7206,
50,2.5302,0,1.618978583206289e+16,4.2087e-11,3.1375e-11,38.0234,20,142.7206,142.7206,
