,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,3.2045e-05
1,1.1159999999999999,0.20240999999999998,0.9287200000000001,0.17911
2,1.8258,0.62946,1.3906,0.36426
3,3.3175,0.70473,3.1404,0.54464
4,4.7984,1.0963,4.8243,0.70021
5,6.2839,1.5043,5.7528,0.87913
6,7.6947,2.0231,6.2852,1.0363
7,9.1668,2.6137,6.4982,1.189
8,10.718,3.4642,6.9217,1.3712
9,12.1527,4.3452,6.9504,1.5293
10,13.6615,5.5135,6.9751,1.7161
11,15.0991,6.7033,7.0105,1.9027
12,16.2805,8.1072,7.0411,2.052
13,17.0014,9.4072,7.0713,2.2294
14,17.6075,10.7439,7.1025,2.4106
15,18.2577,11.0405,7.1306,2.589
16,18.5247,11.0991,7.1601,2.7696
17,18.5478,11.1546,7.1905,2.9449
18,18.5708,11.2077,7.2232,3.1223
19,18.5897,11.2579,7.254,3.3063
20,18.6089,11.3032,7.2885,3.4583
21,18.6268,11.3515,7.3186,3.614
22,18.6454,11.395999999999999,7.3513,3.7983
23,18.6655,11.44,7.3856,3.9787
24,18.6838,11.4878,7.4198,4.1610000000000005
25,18.705,11.5299,7.4546,4.3389
26,18.7278,11.574000000000002,7.4919,4.516
27,18.7484,11.6155,7.5263,4.6988
28,18.7711,11.6556,7.5625,4.8762
29,18.7928,11.6972,7.599,5.0554
30,18.8136,11.7398,7.6349,5.2634
31,18.8381,11.7774,7.6715,5.4557
32,18.8616,11.8061,7.7125,5.6413
33,18.8873,11.8338,7.7462,5.7928
34,18.9147,11.8617,7.7834,5.9708
35,18.9441,11.8877,7.8199,6.1478
36,18.9732,11.9156,7.8567,6.3259
37,19.0087,11.939,7.8941,6.4747
38,19.0404,11.9679,7.9334,6.6467
39,19.0735,11.9969,7.9683,6.8234
40,19.1068,12.0276,8.0061,6.997000000000001
41,19.1421,12.0544,8.0415,7.1828
42,19.1773,12.0844,8.0785,7.3622
43,19.2199,12.1136,8.1128,7.5308
44,19.2552,12.145,8.152000000000001,7.7169
45,19.3017,12.1708,8.1871,7.8943
46,19.343,12.1998,8.2239,8.08
47,19.381,12.2272,8.2606,8.261000000000001
48,19.4225,12.2563,8.2976,8.4236
49,19.4769,12.2825,8.3328,8.5852
50,19.5343,12.3121,8.3707,8.7634
51,19.5891,12.3407,8.4052,8.9449
52,19.6416,12.3696,8.44,9.1237
53,19.695,12.3952,8.4766,9.305
54,19.7483,12.4241,8.5082,9.4858
55,19.8071,12.4513,8.5454,9.6343
56,19.8684,12.4802,8.5848,9.8118
57,19.9269,12.5067,8.6228,9.9722
58,19.9834,12.5367,8.6572,10.1482
59,20.0358,12.5634,8.6975,10.3287
60,20.0883,12.5924,8.7293,10.5075
61,20.143,12.6198,8.7674,10.6843
62,20.1992,12.6488,8.8007,10.8574
63,20.2542,12.6743,8.8379,11.0444
64,20.3127,12.7035,8.874,11.2208
65,20.3672,12.7323,8.9158,11.397
66,20.4242,12.7622,8.9538,11.5649
67,20.4802,12.7886,8.9852,11.7364
68,20.5408,12.8177,9.0248,11.9107
69,20.598000000000003,12.8443,9.061,12.088
70,20.663,12.8734,9.0981,12.2623
71,20.7224,12.9008,9.1318,12.4446
72,20.7888,12.9299,9.1685,12.5906
73,20.849,12.9556,9.2021,12.737
74,20.9109,12.9843,9.2413,12.8833
75,20.9709,13.0119,9.275,13.0328
76,21.0313,13.0408,9.3109,13.1796
77,21.0899,13.0672,9.3475,13.3283
78,21.154,13.0962,9.3824,13.5138
79,21.2052,13.1253,9.4187,13.6948
80,21.2566,13.1536,9.454,13.8435
