,RALM,REPM(LQH),REPM(LSE),RSQO
0,3.9591,1.3800000000000002e-07,0.7240300000000001,4.9293
1,1.8972,1.3800000000000002e-07,0.019997,7.4049e-05
2,0.5714600000000001,1.9101e-07,0.0041844,1.5065e-06
3,0.26805,2.7049e-07,0.00047992,2.4026999999999997e-07
4,0.22979000000000002,3.8842e-07,2.3176e-05,2.3949000000000004e-07
5,0.21545,5.6245e-07,9.476200000000001e-06,2.3855000000000003e-07
6,0.21648,8.185500000000001e-07,2.6301e-06,2.3765999999999997e-07
7,0.21427,1.1949e-06,2.3408e-06,2.3691999999999995e-07
8,0.21472,6.3648e-07,7.3417e-07,2.3613000000000004e-07
9,0.21565,3.0861999999999997e-07,2.8824e-07,2.3541000000000001e-07
10,0.29346,2.9604e-07,2.444e-07,2.3476e-07
11,0.37622,2.8232e-07,3.0939e-07,2.3418000000000002e-07
12,1.7505,3.2138000000000004e-07,3.9749000000000005e-07,2.3366999999999997e-07
13,0.74742,3.4499e-07,4.7247e-07,2.3320999999999998e-07
14,11.4299,1.6544999999999998e-06,7.5172e-07,2.3280000000000002e-07
15,30.0083,3.2129e-07,7.612600000000001e-07,2.3245000000000002e-07
16,132.9913,8.529799999999999e-07,2.6754000000000003e-06,2.3215e-07
17,309.5104,6.6503e-07,1.0088e-06,2.3212e-07
18,938.4011,8.122499999999999e-07,8.415600000000001e-07,2.3203000000000002e-07
19,1941.0833,5.2019e-07,9.8554e-07,2.3199999999999999e-07
20,6444.0043,6.691899999999999e-07,3.2305000000000002e-06,2.3203000000000002e-07
21,21436.1668,5.6046e-07,1.0520999999999998e-06,2.3210000000000002e-07
22,71434.9206,2.9523e-06,9.241599999999999e-07,2.3221e-07
23,238097.6148,1.2140000000000002e-06,6.1935e-07,2.3236999999999998e-07
24,793639.9834,2.332e-06,8.4403e-07,2.3256e-07
25,2645447.8951,7.9521e-07,1.042e-06,2.3278000000000002e-07
26,8818140.9389,3.8972000000000006e-06,1.2965e-06,2.3339999999999999e-07
27,29393784.4199,1.0409e-06,2.0890000000000002e-06,2.3395e-07
28,97979262.6904,2.3465e-06,1.9921e-06,2.3453000000000002e-07
29,326597523.592,1.4071e-06,2.9693e-06,2.3514e-07
30,1088658393.264,6.176900000000001e-06,1.7312e-06,2.3576000000000001e-07
31,3628861292.1708,3.131e-06,1.6396000000000001e-06,2.3640999999999998e-07
32,12096204288.5268,3.9404e-06,5.457100000000001e-06,2.3706999999999996e-07
33,40320680943.0467,1.7022e-06,1.0306e-06,2.3774e-07
34,134402269791.4465,2.2222e-06,6.606699999999999e-07,2.3894e-07
35,448007565952.7806,1.2516e-06,2.7695999999999996e-07,2.4003e-07
36,1493358553157.2158,9.2454e-06,1.2085e-06,2.4113000000000004e-07
37,4977861843838.714,4.974899999999999e-07,1.4724000000000001e-07,2.4221999999999995e-07
38,16592872812777.04,4.0329e-07,4.1446000000000007e-07,2.4330999999999997e-07
39,55309576042570.73,1.5553e-07,8.828200000000001e-08,2.4438e-07
40,184365253475219.2,1.2472000000000002e-07,1.0988e-07,2.4544e-07
41,614550844917372.8,5.337000000000001e-08,7.2761e-08,2.4648e-07
42,2048502816391216.0,1.2311e-07,6.8155e-08,2.4815999999999997e-07
43,6828342721304081.0,1.7151e-08,5.5534999999999994e-08,2.4971e-07
44,2.2761142404347e+16,3.0606e-08,5.1705e-08,2.5121e-07
45,7.587047468115576e+16,1.2544e-08,4.3997e-08,2.5268e-07
46,2.529015822705217e+17,9.8839e-09,4.1253e-08,2.5411e-07
47,8.430052742350725e+17,5.5795e-09,4.9874999999999995e-08,2.5549e-07
48,2.810017580783574e+18,5.5498e-09,3.3066e-08,2.5683000000000006e-07
49,9.366725269278558e+18,5.9872e-09,9.5925e-08,2.5891e-07
50,3.122241756426194e+19,4.2128e-09,4.2981999999999994e-08,2.6082e-07
51,1.040747252142066e+20,2.9404e-08,2.0957e-08,2.6265e-07
52,3.46915750714019e+20,1.5331e-08,3.3647000000000003e-08,2.6440999999999997e-07
53,1.156385835713395e+21,3.1001e-08,1.6661e-08,2.6609e-07
54,3.8546194523780054e+21,1.9311e-08,2.2879e-08,2.677e-07
55,1.2848731507926631e+22,1.4307e-09,1.8029e-08,2.6921e-07
56,4.282910502642245e+22,5.331199999999999e-09,1.9177999999999998e-08,2.7158e-07
57,1.427636834214079e+23,5.3605e-09,1.2675000000000001e-08,2.7373e-07
58,4.758789447380254e+23,3.5145e-09,2.5286e-08,2.7577e-07
59,1.586263149126745e+24,1.2664e-08,3.4903e-08,2.777e-07
60,5.287543830422537e+24,1.1148e-09,1.7007e-08,2.795e-07
61,1.762514610140841e+25,5.4701e-09,1.3030000000000002e-08,2.8119e-07
62,5.875048700469507e+25,9.7205e-09,1.3030000000000002e-08,2.8383e-07
63,1.958349566823148e+26,1.2673000000000002e-09,1.3030000000000002e-08,2.8620999999999997e-07
64,6.527831889410485e+26,6.9663e-09,,2.8844e-07
65,2.1759439631368402e+27,2.3062e-08,,2.9050999999999997e-07
66,7.253146543789505e+27,2.6486999999999998e-08,,2.9241e-07
67,2.41771551459649e+28,8.262700000000001e-09,,2.9417e-07
68,8.059051715321596e+28,5.5165e-09,,2.9696e-07
69,2.6863505717738817e+29,4.3893e-09,,2.9946999999999997e-07
70,8.954501905912942e+29,9.8494e-09,,3.0175999999999997e-07
71,2.98483396863765e+30,5.847e-09,,3.0385e-07
72,9.94944656212544e+30,2.4035000000000002e-09,,3.0573e-07
73,3.316482187375176e+31,1.0978e-08,,3.0878e-07
74,1.10549406245839e+32,7.178399999999999e-09,,3.1146999999999997e-07
75,3.684980208194615e+32,1.7581999999999998e-08,,3.139e-07
76,1.228326736064874e+33,1.8042e-08,,3.1606e-07
77,4.094422453549584e+33,2.1951999999999997e-08,,3.1798e-07
78,1.3648074845165281e+34,1.0669999999999999e-08,,3.2116999999999996e-07
79,4.549358281721744e+34,3.6982e-09,,3.2394e-07
80,1.516452760573906e+35,5.2074e-09,,3.2638000000000004e-07
81,5.054842535246405e+35,4.2203e-09,,3.2850999999999997e-07
82,1.6849475117487972e+36,3.5665e-09,,3.3033e-07
83,5.616491705829355e+36,5.0526000000000005e-09,,3.3352e-07
84,1.87216390194312e+37,2.6695000000000003e-09,,3.3623000000000004e-07
85,6.240546339810359e+37,8.6268e-09,,3.3854999999999997e-07
86,2.0801821132701154e+38,1.8579000000000002e-09,,3.4049e-07
87,6.933940377567031e+38,3.9152e-09,,3.4207e-07
88,2.311313459189023e+39,2.7823e-09,,3.4510999999999995e-07
89,7.704378197296772e+39,7.5687e-09,,3.4761e-07
90,2.568126065765578e+40,6.5466000000000005e-09,,3.4964e-07
91,8.560420219218562e+40,8.95e-09,,3.5124e-07
92,2.8534734064062086e+41,3.1945999999999997e-09,,3.5444000000000004e-07
93,9.511578021354016e+41,7.3363e-09,,3.5698999999999997e-07
94,3.170526007118008e+42,8.781200000000002e-09,,3.5898000000000006e-07
95,1.0568420023726639e+43,2.8475e-09,,3.6046e-07
96,3.5228066745755563e+43,7.3960000000000005e-09,,3.6367e-07
97,1.174268891525189e+44,2.7995999999999997e-09,,3.6611999999999995e-07
98,3.914229638417262e+44,6.3336000000000005e-09,,3.6790999999999996e-07
99,1.304743212805766e+45,7.9812e-09,,3.691e-07
100,4.349144042685884e+45,3.5689e-09,,3.7216e-07
101,1.449714680895293e+46,2.8757e-09,,3.7433999999999995e-07
102,4.832382269650982e+46,8.244299999999999e-09,,3.7576e-07
103,1.610794089883654e+47,1.8532000000000002e-09,,3.7924999999999996e-07
104,5.369313632945518e+47,2.5452e-08,,3.8167e-07
105,1.789771210981846e+48,5.098699999999999e-09,,3.8317e-07
106,5.965904036606099e+48,4.793e-09,,3.8692e-07
107,1.988634678868714e+49,3.5964e-09,,3.894e-07
108,6.628782262895706e+49,2.7352e-08,,3.9077e-07
109,2.2095940876319154e+50,5.406e-09,,3.9458e-07
110,7.365313625439717e+50,6.462e-09,,3.9689e-07
111,2.45510454181323e+51,3.1743000000000005e-09,,3.979e-07
112,8.183681806044047e+51,2.1646e-08,,4.0152999999999997e-07
113,2.727893935348044e+52,1.4356999999999999e-08,,4.0343000000000006e-07
114,9.092979784493508e+52,1.6991e-08,,4.0383000000000004e-07
115,3.030993261497844e+53,3.1423e-08,,4.0704e-07
116,1.0103310871659332e+54,1.8754e-08,,4.0826000000000003e-07
117,3.367770290553104e+54,3.9227e-09,,4.0781999999999996e-07
118,1.122590096851048e+55,2.7583000000000003e-08,,4.1034999999999997e-07
119,3.741966989503474e+55,1.6305e-08,,4.106800000000001e-07
120,1.247322329834492e+56,3.3967e-08,,4.1425e-07
121,4.157741099448329e+56,2.1242999999999997e-08,,4.1504e-07
122,1.3859136998161e+57,3.8399e-09,,4.1356e-07
123,4.619712332720345e+57,2.7411e-08,,4.1551e-07
124,1.5399041109067798e+58,1.6503000000000002e-08,,4.1453999999999995e-07
125,5.133013703022571e+58,3.3955999999999996e-08,,4.1723999999999994e-07
126,1.7110045676742e+59,2.0434e-08,,4.1635e-07
127,5.7033485589139765e+59,4.3275e-09,,4.1937e-07
128,1.901116186304671e+60,3.3599999999999996e-08,,4.181100000000001e-07
129,6.337053954348924e+60,2.0118000000000002e-08,,4.2098999999999996e-07
130,2.1123513181163023e+61,1.6869e-09,,4.189e-07
131,7.041171060387622e+61,7.7172e-09,,4.212e-07
132,2.3470570201292145e+62,1.0178e-08,,4.1784999999999995e-07
133,7.8235234004307005e+62,2.2536999999999998e-09,,4.1921000000000006e-07
134,2.6078411334769264e+63,5.2081e-09,,4.1428999999999993e-07
