,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,3.6393e-05
1,1.2159,0.056322000000000004,0.47616,0.17146
2,1.3183,0.072995,0.54424,5.9159
3,1.3676,0.36189,0.5914,6.1854
4,2.4466,0.36816,1.1924,6.4292
5,3.5163,0.38418,1.2852,6.6866
6,3.7038,0.4011,1.3028,6.9394
7,3.888,0.42208,1.3219999999999998,7.1869
8,4.0066,0.50695,1.4112,7.4295
9,4.1246,0.51351,1.4186,7.6817
10,4.1691,0.52855,1.4348,7.9333
11,4.2713,0.54747,1.455,8.1952
12,4.2962,0.56415,1.475,8.4432
13,4.3754,0.58395,1.4967,8.6852
14,4.3982,0.60078,1.5183,8.9333
15,4.4207,0.62046,1.5396,9.1803
16,4.4443,0.63851,1.5612,9.4271
17,4.4692,0.66123,1.5792,9.6828
18,4.4921,0.6786300000000001,1.6027,9.9343
19,4.518,0.69903,1.6234,10.1888
20,4.5437,0.7227100000000001,1.6469,10.4374
21,4.6194,0.74688,1.6698,10.6828
22,4.6459,0.77027,1.6941,10.9297
23,4.6761,0.7931699999999999,1.7166,11.1755
24,4.7061,0.81648,1.7415,11.4248
25,4.7365,0.8379,1.7638,11.6747
26,4.768,0.86266,1.7904,11.9252
27,4.8141,0.8844299999999999,1.815,12.1751
28,4.8598,0.90965,1.84,12.4239
29,4.9051,0.93752,1.8642,12.6697
30,4.9513,0.9641299999999999,1.8926,12.9166
31,4.9973,0.9878899999999999,1.9185,13.1676
32,5.0433,1.0124,1.9466,13.4222
33,5.0889999999999995,1.0399,1.9737,13.6717
34,5.1353,1.0659,1.9981,13.9239
35,5.1846,1.0921,2.0252,14.175
36,5.2313,1.1181,2.0531,14.4217
37,5.2789,1.1395,2.0789,14.6677
38,5.3263,1.1663,2.1069999999999998,14.9095
39,5.3723,1.1924,2.1329,15.1605
40,5.419,1.2183,2.1654,15.4095
41,5.4644,1.2394,2.1904,15.6627
42,5.5104,1.2663,2.2199,15.9122
43,5.5564,1.2919,2.2453,16.1629
44,5.6023,1.3183,2.2746,16.4109
45,5.6481,1.3403,2.298,16.656
46,5.6975,1.367,2.3273,16.9112
47,5.7511,1.389,2.3547,17.1585
48,5.8011,1.4168,2.383,17.4029
49,5.8481,1.4461,2.4088,17.6417
50,5.8955,1.4758,2.4372,17.8888
51,5.9413,1.5013,2.4641,18.1372
52,5.9901,1.5298,2.4954,18.3897
53,6.0372,1.5505,2.52,18.6339
54,6.0825,1.5782,2.5486,18.8784
55,6.1308,1.6033,2.5739,19.1274
56,6.1802,1.6297,2.6021,19.3798
57,6.2282,1.6513,2.6294,19.6307
58,6.2742,1.6779,2.6635,19.8823
59,6.3206,1.7006,2.6898,20.1323
60,6.3657,1.7267,2.7194,20.3803
61,6.4113,1.7512,2.7467,20.6266
62,6.4572,1.7778,2.7761,20.8764
63,6.5086,1.7992,2.7997,21.1221
64,6.5535,1.8256,2.8289999999999997,21.3713
65,6.599,1.8509,2.8563,21.6167
66,6.644,1.8775,2.8848,21.8673
67,6.6928,1.8983,2.9073,22.1169
68,6.745,1.9246,2.9360000000000004,22.3595
69,6.7916,1.9513,2.9609,22.605
70,6.8433,1.9777,2.9882,22.8507
71,6.8892,2.0004,3.0144,23.0977
72,6.9348,2.0272,3.0425,23.346999999999998
73,6.9794,2.0522,3.0683,23.6147
74,7.0247,2.0787,3.0962,23.8667
75,7.0703,2.0984,3.1215,24.122
76,7.1161,2.1255,3.1510000000000002,24.394000000000002
