"repeat","row_dim","col_dim","rank","tolKKTres","maxOuterIter","maxtime","verbosity","P","PA",
1,2,3,1,6,10000,180,1,1,1,1,0.81276,0.2348,0.56445,
,,,,,,,,1,0,0,1.8838,0,0,
