"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","KKT_residual","maxviolation","meanviolation",
0,7.3029,4.2715,3.6625e-05,NaN,NaN,NaN,NaN,1,4.2844,0.24507,0.047949,
1,6.2459,3.7005,0.027818,1,0,3.1707,1,2.1142,3.7012,0.065461,0.0068529,
2,5.7019,2.2127,0.064515,0.16677,0,2.2227,1,2.1142,2.2163,0.11233,0.012797,
3,3.0981,0.29817,0.088914,1,0,2.1989,1,2.1142,0.29817,1.038e-08,7.5547e-10,
4,2.9534,0.051857,0.115,1,0,0.61684,1,2.1142,0.051857,1.8311e-06,1.7573e-07,
5,2.9312,0.0079794,0.14068,1,0,0.2556,1,2.1142,0.0079794,8.8895e-06,6.7192e-07,
6,2.9301,0.0092023,0.16451,1,0,0.054145,1,2.1142,0.0092023,1.44e-05,1.029e-06,
7,2.9301,1.7507e-05,0.18827,1,0,0.00070024,1,2.1142,1.7507e-05,3.6255e-08,2.4204e-09,
