"repeat","row_dim","col_dim","rank","tolKKTres","maxOuterIter","maxtime","verbosity","P","PA",
1,2,4,1,3,10000,180,1,0,1,1,1,0,-1.0666,0.53331,-0.21146,
,,,,,,,,1,0,1,0,-0.28077,0,-1.0084,0,
