"repeat","row_dim","col_dim","rank","tolKKTres","maxOuterIter","maxtime","verbosity","P","PA",
1,2,3,1,3,10000,180,1,1,0,0,-0.133,0,0,
,,,,,,,,1,1,0,0.11921,1.3806,0,
