"repeat","row_dim","col_dim","rank","tolKKTres","maxOuterIter","maxtime","verbosity","P","PA",
1,2,3,1,8,10000,180,1,1,0,0,0.61083,0,0,
,,,,,,,,1,0,1,-0.21241,0,-0.050364,
