"repeat","row_dim","col_dim","rank","tolKKTres","maxOuterIter","maxtime","verbosity","P","PA",
1,2,3,1,5,10000,180,1,0,0,1,0,0,0.23867,
,,,,,,,,1,0,1,2.9009,0,-0.87844,
