"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","KKT_residual","maxviolation","meanviolation",
0,50.7325,9.8332,3.9268e-05,NaN,NaN,NaN,NaN,1,9.8515,0.3836,0.067155,
1,49.4784,54.2453,0.039819,1,0,0.82529,1,46.9643,54.2453,1.2974e-11,2.5497e-12,
2,49.4784,79.7906,0.13142,1.2511e-06,0,2.9008e-08,1,63.1913,79.7906,8.0337e-10,4.3508e-11,
3,49.3965,37.4688,0.16982,1,0,0.019013,1,63.1913,37.4688,0,0,
4,44.4235,13.0161,0.21682,0.12158,0,1.046,1,63.1913,13.0161,0.02621,0.0023717,
5,28.0325,6.8472,0.25667,0.729,0,7.1737,1,63.1913,6.8482,0.11619,0.0048587,
6,22.6911,2.8636,0.2951,1,0,3.3281,1,63.1913,2.8636,0,0,
7,22.4367,0.1378,0.33393,1,0,0.27071,1,63.1913,0.13784,0.0029761,0.00014128,
8,22.4363,0.015982,0.37226,1,0,0.046093,1,63.1913,0.015982,2.0747e-05,2.4866e-06,
9,22.4364,0.0061826,0.41107,1,0,0.0077996,1,63.1913,0.0061826,5.4612e-09,2.2763e-10,
10,22.4364,0.00012647,0.44918,1,0,0.0006951,1,63.1913,0.00012647,0,0,
