"repeat","row_dim","col_dim","rank","tolKKTres","maxOuterIter","maxtime","verbosity","P","PA",
1,2,3,1,7,10000,180,1,0,1,0,0,0.63626,0,
,,,,,,,,1,1,1,0.37509,0.38148,-0.72559,
