"iter","time","maxviolation","meanviolation","cost",
0,0,25.9542,17.2236,64.8913,
1,0.098986,0.37679,0.30333,37.3306,
2,0.22422,0.11124,0.087686,37.5892,
3,0.26778,0.027235,0.013617,37.6865,
4,0.30711,0.014079,0.0070395,37.7919,
5,0.33386,0.014441,0.012458,37.7434,
6,0.41804,0.59303,0.30146,37.752,
7,0.46423,0.21824,0.11011,37.8887,
8,0.53229,0.0012433,0.00062164,37.8597,
9,0.58159,0.00074728,0.00037364,37.8462,
10,0.61325,0.038474,0.019558,37.8496,
11,0.66368,0.00021612,0.00010806,37.9037,
12,0.69817,0.00013097,6.5483e-05,37.9044,
13,0.72616,0.00013089,6.5446e-05,37.9043,
14,0.93754,7.9745e-05,3.9873e-05,37.8918,
15,0.96251,7.9745e-05,3.9873e-05,37.8918,
16,1.0037,0.45751,0.22881,37.8016,
17,1.0321,9.0441e-05,4.522e-05,37.8006,
18,1.0718,1.2218e-05,6.1092e-06,37.8301,
19,1.0979,5.4416e-06,2.7208e-06,37.8263,
20,1.1369,0.010143,0.005075,37.8232,
21,1.1667,0.2739,0.13695,37.8233,
22,1.1877,5.1777e-06,2.5888e-06,37.8233,
23,1.208,5.1777e-06,2.5888e-06,37.8233,
24,1.2999,8.3008e-07,4.1504e-07,37.8235,
25,1.3389,3.4444e-07,1.7222e-07,37.823,
26,1.3594,3.4444e-07,1.7222e-07,37.823,
27,1.3989,5.0233e-07,2.5116e-07,37.8534,
28,1.4256,1.3841e-07,6.9207e-08,37.8536,
29,1.4685,8.4713e-07,4.2356e-07,37.8089,
30,1.4887,0.30555,0.15278,37.8089,
