"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,32.6187,21.8745,58.9783,113.0279,
1,0.14686,1.0188,0.5094,33.9214,32.4469,
2,0.18564,0.38985,0.19493,35.5033,9.0231,
3,0.21852,0.25124,0.12562,36.015,11.2685,
4,0.25362,0.19018,0.095088,36.2867,12.1971,
5,0.29374,0.15541,0.077705,36.4618,12.6841,
6,0.3347,0.10502,0.052508,36.7558,11.6263,
7,0.37365,0.08115,0.040575,36.9204,12.408,
8,0.41393,0.067069,0.033535,37.0293,12.8321,
9,0.45099,0.045978,0.022989,37.2168,11.764,
10,0.50506,0.035763,0.017881,37.3235,12.4975,
11,0.54165,0.029667,0.014833,37.3947,12.8992,
12,0.5929,0.020435,0.010218,37.5183,11.8249,
13,0.64452,0.015931,0.0079655,37.589,12.5401,
14,0.69337,0.013232,0.0066162,37.6363,12.9329,
15,0.73366,0.0091304,0.0045652,37.7186,11.8546,
16,0.78187,0.0081885,0.0040942,37.74,12.1949,
17,0.82848,0.0057531,0.0028766,37.802,10.4349,
18,0.84386,0.0057532,0.0028766,37.802,10.4349,
19,0.92863,0.0034765,0.0017383,37.8734,8.7031,
20,0.93518,0.0034765,0.0017383,37.8734,8.7031,
21,1.109,0.0018864,0.00094318,37.9392,7.5739,
22,1.1111,0.0018864,0.00094318,37.9392,7.5739,
23,1.2327,0.00095522,0.00047761,37.9922,7.1406,
24,1.2341,0.00095522,0.00047761,37.9922,7.1406,
25,1.3638,0.00046317,0.00023158,38.032,7.1522,
26,1.3713,0.00046317,0.00023158,38.032,7.1522,
27,1.5353,0.0002185,0.00010925,38.0606,7.3406,
28,1.5366,0.0002185,0.00010925,38.0606,7.3406,
29,1.7003,0.00010128,5.0638e-05,38.0805,7.5562,
30,1.7018,0.00010128,5.0638e-05,38.0805,7.5562,
