"iter","time","maxviolation","meanviolation","cost",
0,0,32.4804,20.4031,49.8302,
1,0.34523,0.59795,0.29898,21.0024,
2,0.82264,0.066194,0.033097,19.6506,
3,1.0045,0.071757,0.035878,19.1374,
4,1.0464,0.018435,0.0092173,19.3377,
5,1.0812,0.014713,0.0073567,19.3597,
6,1.1146,0.011857,0.0059287,19.3786,
7,1.1411,0.0096815,0.0048408,19.3946,
8,1.1659,0.0080461,0.004023,19.4078,
9,1.2587,0.0022389,0.0011194,19.4723,
10,1.2993,0.0017707,0.00088536,19.4803,
11,1.3701,0.0014099,0.00070494,19.4872,
12,1.4212,0.0011328,0.00056638,19.4931,
13,1.4865,0.00092121,0.00046061,19.4981,
14,1.5524,0.00076149,0.00038074,19.5023,
15,1.6596,0.00021523,0.00010761,19.522,
16,1.7439,0.00016995,8.4977e-05,19.5245,
17,1.8205,0.00013504,6.7521e-05,19.5267,
18,1.9129,0.0001082,5.4099e-05,19.5285,
19,1.9868,8.7665e-05,4.3832e-05,19.5301,
20,2.0772,7.2107e-05,3.6053e-05,19.5314,
21,2.2569,2.0689e-05,1.0345e-05,19.5374,
22,2.3753,1.6314e-05,8.1571e-06,19.5382,
23,2.4868,1.2938e-05,6.4692e-06,19.5389,
24,2.6238,1.034e-05,5.17e-06,19.5395,
25,2.6406,8.3493e-06,4.1746e-06,19.54,
26,2.7577,6.836e-06,3.418e-06,19.5404,
27,2.9975,1.9893e-06,9.9463e-07,19.5422,
28,3.0127,1.5665e-06,7.8327e-07,19.5425,
29,3.0288,1.2402e-06,6.201e-07,19.5427,
30,3.0445,9.8884e-07,4.9442e-07,19.5429,
31,3.0596,7.9594e-07,3.9797e-07,19.543,
32,3.1716,7.9594e-07,3.9797e-07,19.543,
33,3.1801,7.9594e-07,3.9797e-07,19.543,
