"iter","time","maxviolation","meanviolation","cost",
0,0,24.2202,16.1547,39.8355,
1,0.13615,0.21612,0.17709,22.0713,
2,0.17905,0.05691,0.028455,22.3234,
3,0.19759,0.04572,0.02286,22.3501,
4,0.2145,0.037409,0.018704,22.372,
5,0.24859,0.010515,0.0052574,22.4674,
6,0.27135,0.0082399,0.00412,22.4795,
7,0.2897,0.0064927,0.0032464,22.49,
8,0.31223,0.0051531,0.0025765,22.499,
9,0.33572,0.0041317,0.0020658,22.5066,
10,0.3648,0.0033615,0.0016808,22.513,
11,0.40969,0.00099131,0.00049566,22.5397,
12,0.43776,0.0007774,0.0003887,22.5433,
13,0.47811,0.00061246,0.00030623,22.5465,
14,0.50864,0.00048558,0.00024279,22.5492,
15,0.53869,0.0003884,0.0001942,22.5515,
16,0.60341,0.00031464,0.00015732,22.5535,
17,0.65427,0.00025974,0.00012987,22.5551,
18,0.71663,7.4325e-05,3.7162e-05,22.5626,
19,0.7673,5.8502e-05,2.9251e-05,22.5635,
20,0.81707,4.631e-05,2.3155e-05,22.5644,
21,0.84823,3.695e-05,1.8475e-05,22.5651,
22,0.89177,2.9818e-05,1.4909e-05,22.5657,
23,0.93459,2.4468e-05,1.2234e-05,22.5662,
24,1.0029,7.1363e-06,3.5682e-06,22.5685,
25,1.0833,5.6108e-06,2.8054e-06,22.5688,
26,1.1794,4.4343e-06,2.2171e-06,22.569,
27,1.2602,3.5297e-06,1.7649e-06,22.5693,
28,1.3255,2.8385e-06,1.4192e-06,22.5694,
29,1.3852,2.3169e-06,1.1584e-06,22.5696,
30,1.4988,6.8621e-07,3.4311e-07,22.5703,
31,1.5129,5.3893e-07,2.6947e-07,22.5704,
32,1.5717,5.3893e-07,2.6946e-07,22.5704,
33,1.5731,5.3893e-07,2.6946e-07,22.5704,
