"iter","time","maxviolation","meanviolation","cost",
0,0,21.3042,14.0594,43.1333,
1,0.12887,0.18001,0.090006,23.6102,
2,0.1572,0.044597,0.022298,23.7794,
3,0.17601,0.035896,0.017948,23.797,
4,0.19558,0.029219,0.014609,23.8123,
5,0.21557,0.024205,0.012103,23.8251,
6,0.25444,0.0074488,0.0037244,23.8851,
7,0.28713,0.0059169,0.0029585,23.8936,
8,0.32111,0.0047266,0.0023633,23.901,
9,0.3464,0.0038069,0.0019034,23.9075,
10,0.37886,0.0031043,0.0015522,23.9131,
11,0.40918,0.0025786,0.0012893,23.9177,
12,0.46015,0.0007599,0.00037995,23.9399,
13,0.4963,0.0006009,0.00030045,23.9429,
14,0.54072,0.00047795,0.00023897,23.9455,
15,0.59731,0.00038335,0.00019168,23.9477,
16,0.65253,0.00031128,0.00015564,23.9496,
17,0.72342,0.00025747,0.00012874,23.9512,
18,0.80072,7.467e-05,3.7335e-05,23.9586,
19,0.89315,5.8869e-05,2.9434e-05,23.9595,
20,1.0111,4.6675e-05,2.3338e-05,23.9604,
21,1.1383,3.7305e-05,1.8652e-05,23.9611,
22,1.2155,3.0162e-05,1.5081e-05,23.9617,
23,1.32,2.4809e-05,1.2404e-05,23.9622,
24,1.455,7.2313e-06,3.6157e-06,23.9645,
25,1.5705,5.6905e-06,2.8452e-06,23.9649,
26,1.7144,4.5018e-06,2.2509e-06,23.9651,
27,1.8524,3.5878e-06,1.7939e-06,23.9653,
28,1.9796,2.8899e-06,1.4449e-06,23.9655,
29,2.1265,2.3641e-06,1.1821e-06,23.9657,
30,2.2711,6.9715e-07,3.4857e-07,23.9664,
31,2.4122,5.4784e-07,2.7392e-07,23.9665,
32,2.4136,5.4784e-07,2.7392e-07,23.9665,
