"iter","time","maxviolation","meanviolation","cost",
0,0,15.7182,9.8758,50.2715,
1,0.20744,0.6965,0.45854,44.742,
2,0.32662,0.029068,0.014534,45.0802,
3,0.33676,0.029068,0.014534,45.0802,
4,0.34627,0.029068,0.014534,45.0802,
5,0.35621,0.029068,0.014534,45.0802,
6,0.90156,0.0021243,0.0010621,45.2147,
7,0.9149,0.0021243,0.0010621,45.2147,
8,0.92845,0.0021243,0.0010621,45.2147,
9,0.94182,0.0021243,0.0010621,45.2147,
10,0.95517,0.0021243,0.0010621,45.2147,
11,0.96719,0.0021243,0.0010621,45.2147,
12,0.97933,0.0021243,0.0010621,45.2147,
13,1.256,0.00018024,9.0121e-05,45.2476,
14,1.2731,0.00018024,9.0121e-05,45.2476,
15,1.2891,0.00018024,9.0121e-05,45.2476,
16,1.3055,0.00018024,9.0121e-05,45.2476,
17,1.3398,0.00018024,9.0121e-05,45.2476,
18,1.3791,0.00018024,9.0121e-05,45.2476,
19,1.6293,1.5942e-05,7.9709e-06,45.257,
20,1.6707,1.5942e-05,7.9709e-06,45.257,
21,1.6968,1.5942e-05,7.9709e-06,45.257,
22,1.7274,1.5942e-05,7.9709e-06,45.257,
23,1.7569,1.5942e-05,7.9709e-06,45.257,
24,1.7829,1.5942e-05,7.9709e-06,45.257,
25,3.612,2.7682e-06,1.3841e-06,45.2593,
26,5.5282,2.7683e-06,1.3842e-06,45.2593,
27,7.4533,2.7684e-06,1.3842e-06,45.2593,
28,7.7601,1.4273e-06,7.1366e-07,45.2597,
29,7.8043,1.4273e-06,7.1366e-07,45.2597,
30,7.8465,1.4273e-06,7.1366e-07,45.2597,
