"iter","time","maxviolation","meanviolation","cost",
0,0,21.4877,14.1512,43.1333,
1,0.13249,0.20435,0.10217,23.5877,
2,0.1586,0.046363,0.023182,23.776,
3,0.17615,0.037737,0.018868,23.7931,
4,0.19359,0.031166,0.015583,23.8077,
5,0.21131,0.026244,0.013122,23.8197,
6,0.25131,0.0076378,0.0038189,23.8841,
7,0.28284,0.0061143,0.0030572,23.8924,
8,0.31517,0.004934,0.002467,23.8997,
9,0.34502,0.0040251,0.0020125,23.9059,
10,0.37463,0.0033332,0.0016666,23.9112,
11,0.42529,0.00098469,0.00049235,23.9362,
12,0.48453,0.00078031,0.00039015,23.9395,
13,0.52354,0.00062198,0.00031099,23.9425,
14,0.56508,0.0004998,0.0002499,23.945,
15,0.62099,0.00040608,0.00020304,23.9471,
16,0.71738,0.00033491,0.00016746,23.949,
17,0.82878,9.7022e-05,4.8511e-05,23.9574,
18,0.90297,7.6634e-05,3.8317e-05,23.9584,
19,1.0171,6.0883e-05,3.0441e-05,23.9594,
20,1.1699,4.8748e-05,2.4374e-05,23.9602,
21,1.2642,3.9447e-05,1.9724e-05,23.9609,
22,1.3377,3.2381e-05,1.619e-05,23.9615,
23,1.4422,9.4018e-06,4.7009e-06,23.9642,
24,1.5516,7.4113e-06,3.7057e-06,23.9645,
25,1.646,5.8744e-06,2.9372e-06,23.9648,
26,1.7654,4.6905e-06,2.3452e-06,23.9651,
27,1.8921,3.7824e-06,1.8912e-06,23.9653,
28,2.0053,3.091e-06,1.5455e-06,23.9655,
29,2.12,2.5716e-06,1.2858e-06,23.9656,
30,2.2435,7.1339e-07,3.5669e-07,23.9664,
31,2.3665,5.644e-07,2.822e-07,23.9665,
32,2.3679,5.644e-07,2.822e-07,23.9665,
