"iter","time","maxviolation","meanviolation","cost",
0,0,77.7141,52.9681,32.5171,
1,0.080009,0.63763,0.31881,29.6767,
2,0.11595,0.085493,0.042747,28.5179,
3,0.15047,0.0235,0.01175,28.7437,
4,0.17594,0.018433,0.0092166,28.7715,
5,0.20119,0.01454,0.0072701,28.7955,
6,0.2269,0.011561,0.0057807,28.8161,
7,0.24721,0.0092962,0.0046481,28.8335,
8,0.27027,0.0075957,0.0037978,28.8479,
9,0.32507,0.0022089,0.0011044,28.9102,
10,0.361,0.0017336,0.00086682,28.9185,
11,0.38875,0.0013674,0.00068372,28.9257,
12,0.41676,0.001086,0.00054299,28.9319,
13,0.4521,0.0008708,0.0004354,28.9371,
14,0.48704,0.00070804,0.00035402,28.9416,
15,0.53991,0.00021104,0.00010552,28.9601,
16,0.58244,0.00016556,8.2781e-05,28.9626,
17,0.64752,0.00013046,6.523e-05,28.9648,
18,0.70618,0.00010343,5.1717e-05,28.9667,
19,0.75662,8.2714e-05,4.1357e-05,28.9684,
20,0.81318,6.6968e-05,3.3484e-05,28.9697,
21,0.8641,5.5224e-05,2.7612e-05,28.9709,
22,0.93149,1.5888e-05,7.944e-06,28.9761,
23,0.99602,1.2505e-05,6.2524e-06,28.9768,
24,1.0702,9.8969e-06,4.9484e-06,28.9774,
25,1.1928,7.894e-06,3.947e-06,28.9779,
26,1.3075,6.3668e-06,3.1834e-06,28.9784,
27,1.3695,5.2197e-06,2.6099e-06,28.9787,
28,1.4583,1.5273e-06,7.6364e-07,28.9803,
29,1.5195,1.2006e-06,6.0031e-07,28.9805,
30,1.5765,9.4865e-07,4.7432e-07,28.9807,
31,1.5908,7.5488e-07,3.7744e-07,28.9809,
32,1.6476,7.5487e-07,3.7743e-07,28.9809,
33,1.649,7.5487e-07,3.7743e-07,28.9809,
