,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,4.172e-05
1,0.8863,0.39929000000000003,0.53764,0.14637999999999998
2,1.3639,0.47966000000000003,0.64345,0.24756999999999998
3,2.0188,0.48858999999999997,0.71281,0.3544
4,2.0373,0.49993000000000004,1.9624,0.46558
5,2.081,0.57272,3.2027,0.5665
6,2.8785,0.68296,4.4204,0.68197
7,3.6945,0.81216,5.6569,0.79143
8,4.502,1.0463,6.9275,0.89384
9,5.3227,1.3174,8.1578,1.0085
10,6.1614,1.335,9.3729,1.1207
11,6.9828,1.3523,10.5854,1.2286
12,7.766,1.3701,11.8197,1.3389
13,8.6147,1.3885,13.0338,1.4521
14,9.3717,1.4085,14.2375,1.5655
15,10.2224,1.4280000000000002,15.4434,1.6703
16,11.0503,1.445,16.6518,1.7874
17,11.8795,1.4609,17.8601,1.8916
18,12.6859,1.4771,19.0372,2.0043
19,13.5287,1.4938,20.234,2.1161
20,14.3678,1.5106,21.4147,2.2339
21,15.1695,1.5292,22.5857,2.3462
22,15.9685,1.5476,23.8023,2.4548
23,16.7822,1.5706,25.0286,2.5607
24,17.6674,1.5904,26.2613,2.6771
25,18.3951,1.6114,27.4567,2.7871
26,19.2466,1.6305,28.6557,2.9072
27,20.0739,1.6514,29.8503,3.0239
28,20.9279,1.6732,31.059,3.1309
29,20.9535,1.6939,,3.2369
30,21.7885,1.7131,,3.3474
31,22.6047,1.7335,,3.4547
32,22.8335,1.7516,,3.5599
33,23.6714,1.7801,,3.6696
34,23.6873,1.7967,,3.781
35,23.7029,1.8101,,3.8859
36,24.5359,1.8252,,3.9992
37,24.663,1.8408,,4.1175
38,24.6925,1.8578,,4.2213
39,24.7067,1.8729,,4.3256
40,24.7205,1.8877,,4.4303
41,24.735,1.9027,,4.5361
42,24.7485,1.9185,,4.6416
43,24.7624,1.9358,,4.749
44,24.7757,1.9509999999999998,,4.8557
45,24.7887,1.9672,,4.9681
46,24.8025,1.9819,,5.0729
47,24.816,1.9983,,5.1803
48,24.83,2.0141,,5.2955
49,24.8446,2.0311,,5.4081
50,24.8598,2.0478,,5.52
51,24.8744,2.0637,,5.6392
52,24.8891,2.0782,,5.7496
53,24.9036,2.0947,,5.8633
54,24.9184,2.1093,,5.9766
55,24.9328,2.1267,,6.0913
56,24.947,2.141,,6.2052
57,24.961,2.1594,,6.3177
58,24.9751,2.1744,,6.4267
59,24.9903,2.1916,,6.5343
60,25.0046,2.2067,,6.6471
61,25.0191,2.2251,,6.7533
62,25.034000000000002,2.2407,,6.8608
63,25.0486,2.2569,,6.9691
64,25.0873,2.273,,7.081
65,25.0999,2.289,,7.1838
66,25.1127,2.3045,,7.2912
67,25.1257,2.3217,,7.4027
68,25.1384,2.3376,,7.51
69,25.1522,2.355,,7.6236
70,25.1649,2.3696,,7.7323
71,25.1866,2.3862,,7.8383
72,25.2018,2.4018,,7.9431
73,25.2173,2.4195,,8.0457
74,25.2323,2.4351,,8.1499
75,25.2478,2.4517,,8.2587
76,25.2638,2.4668,,8.367
77,25.2799,2.4826,,8.4722
78,25.2957,2.4996,,8.5778
79,25.3112,2.5163,,8.6817
80,25.3274,2.5339,,8.7806
81,26.1636,2.5498,,8.888
82,26.2098,2.5664,,8.9972
83,26.233,2.5834,,9.1043
84,26.2479,2.5991,,9.2048
85,26.2633,2.6169,,9.3134
86,26.2782,2.6334,,9.415
87,26.2932,2.6493,,9.5177
88,26.3085,2.6655,,9.6316
89,26.3235,2.6805,,9.7335
90,26.3393,2.6972,,9.8376
91,26.355999999999998,2.7122,,9.9455
92,26.3714,2.7310000000000003,,10.0666
93,26.3867,2.745,,10.1723
94,26.4017,2.7625,,10.2735
95,26.4167,2.7757,,10.3739
96,26.4316,2.7921,,10.4796
97,26.4468,2.8086,,10.5797
98,26.462,2.8249,,10.6811
99,26.4768,2.8409,,10.7907
100,26.4944,2.8572,,10.8986
101,26.5134,2.8777,,11.0106
102,26.529,2.8919,,11.119000000000002
103,26.545,2.9112,,11.2236
104,26.5605,2.9249,,11.3308
105,26.5764,2.9429,,11.4288
106,26.5921,2.9581,,11.5301
107,26.608,2.9754,,11.6367
108,26.6241,2.991,,11.7467
109,26.6399,3.0106,,11.8484
110,26.6558,3.0263,,11.949000000000002
111,26.6718,3.0432,,12.0519
112,26.6878,3.0587,,12.1583
113,26.7039,3.0757,,12.269
114,26.7198,3.0916,,12.3716
115,26.7358,3.1085,,12.4831
116,26.7521,3.1264,,12.5819
117,26.7679,3.1418,,12.6832
118,26.7843,3.159,,12.7971
119,26.8211,3.1749,,12.9043
120,26.8505,3.1926,,13.0132
121,26.8659,3.2085,,13.1188
122,26.9595,3.2261,,13.2267
123,26.9869,3.241,,13.3317
124,27.0056,3.2577,,13.4335
125,27.0389,3.2721,,13.5436
126,27.0592,3.2893,,13.6455
127,27.0958,3.3048,,13.7586
128,27.1175,3.3214,,13.87
129,27.1366,3.3369999999999997,,13.9818
130,27.1696,3.3522,,14.0912
131,27.1901,3.3675,,14.1929
132,27.2249,3.3835,,14.297
133,27.2605,3.3997,,14.3974
