,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,3.8368e-05
1,0.9315,0.21013,1.3033,0.23290999999999998
2,1.3053,0.22614,1.4965,0.42836
3,1.3382,0.25845,2.9407,0.61011
4,1.4183,0.27331,4.3505,0.78623
5,1.4677,0.28762,5.8059,0.9635799999999999
6,2.3325,0.31654,7.2321,1.138
7,3.1792,0.33071999999999996,8.6788,1.3112
8,4.0014,1.1348,10.07,1.4848
9,4.8419,1.588,11.4668,1.67
10,5.6605,1.5943,12.8441,1.8478
11,6.5113,1.601,14.2227,2.0352
12,7.4079,1.6061,15.5722,2.226
13,7.6992,1.6315,17.1167,2.4109
14,7.7064,1.6382,17.7578,2.5959
15,7.7231,1.7063,17.7673,2.7842
16,7.7303,1.7135,17.7877,2.9659
17,7.7377,1.7204,17.8064,3.1435
18,7.7463,1.7274,17.8244,3.3227
19,7.7541,1.734,17.8422,3.5026
20,7.7621,1.7407,17.8599,3.6837
21,7.7693,1.7474,17.8776,3.8645
22,7.7768,1.754,17.8954,4.0418
23,7.784,1.7612,17.9132,4.2179
24,7.7916,1.7678,17.9309,4.397
25,7.7989999999999995,1.7764,17.9489,4.574
26,7.8063,1.7832,17.9667,4.7548
27,7.8136,1.7905,17.9846,4.9337
28,7.8212,1.7974,18.0024,5.1136
29,7.8284,1.8047,18.0201,5.2927
30,7.8374,1.8114,18.0379,5.4722
31,7.8463,1.8186,18.055999999999997,5.6493
32,7.8539,1.8253,18.0738,5.8274
33,7.8615,1.8321,18.0916,6.0043
34,7.8689,1.839,18.1093,6.1993
35,7.8763,1.8456,18.1271,6.3782
36,7.8836,1.8521,18.1445,6.5625
37,7.8909,1.8586,18.1631,6.7429
38,7.8983,1.8654,18.1811,6.9179
39,7.9056,1.8721,18.1987,7.0974
40,7.9129,1.88,18.2169,7.2775
41,7.9205,1.8868,18.2352,7.4548
42,7.9283,1.8944,18.2531,7.6301
43,7.9372,1.9012,18.2728,7.807
44,7.9448,1.9082,18.2911,7.9862
45,7.9527,1.9149,18.3096,8.1638
46,7.9602,1.9217,18.3279,8.3378
47,7.9675,1.9284,18.3463,8.5137
48,7.9748,1.9354,18.3644,8.6929
49,7.9822,1.9427,18.3831,8.8694
50,7.9892,1.9494,18.4018,9.0396
51,7.9966,1.9564,18.4198,9.2158
52,8.0039,1.9634,18.4379,9.3938
53,8.0112,1.9703,18.4563,9.5721
54,8.019,1.9773,18.4745,9.7525
55,8.0273,1.9844,18.4926,9.9397
56,8.0352,1.9914,18.5103,10.1143
57,8.0431,1.9987,18.5277,10.2951
58,8.0506,2.0058,18.5461,10.4679
59,8.0583,2.0123,18.5638,10.6506
60,8.0654,2.0193,18.5812,10.8226
61,8.0729,2.0259,18.5993,10.9928
62,8.0805,2.0326,18.6174,11.1685
63,8.0878,2.0394,18.6353,11.3402
64,8.0951,2.046,18.6533,11.5201
65,8.1025,2.0532,18.6713,11.698
66,8.1098,2.0603,18.6898,11.8727
67,8.1177,2.0682,18.7076,12.0493
68,8.126,2.075,18.7258,12.2255
69,8.1338,2.0823,18.744,12.3992
70,8.1418,2.089,18.7638,12.5734
71,8.1488,2.0962,18.7822,12.7457
72,8.1565,2.1029,18.8004,12.9273
73,8.1637,2.1097,18.8188,13.0999
74,8.1709,2.1172,18.8368,13.2734
75,8.1783,2.1237,18.8544,13.446
76,8.1853,2.1309,18.8723,13.6239
77,8.1924,2.1376,18.89,13.8017
78,8.1999,2.1445,18.9082,13.9733
79,8.2074,2.1514,18.9263,14.1444
80,8.2163,2.1587,18.9441,14.3159
81,8.2244,2.166,18.9629,14.4949
82,8.2323,2.1734,18.980999999999998,14.665999999999999
83,8.2398,2.1802,18.9988,14.8412
84,8.2471,2.1869,19.017,15.0128
85,8.2543,2.1938,19.0344,15.1915
86,8.2617,2.2003,19.0525,15.3756
87,8.2688,2.2069,19.0708,15.5488
88,8.2761,2.2135,19.0883,15.7225
89,8.2831,2.2201,19.105999999999998,15.8974
90,8.2902,2.2268,19.1234,16.0706
91,8.2976,2.2336,19.1408,16.2493
92,8.3052,2.241,19.1595,16.4213
93,8.3137,2.2477,19.1777,16.5939
94,8.3218,2.2552,19.1963,16.7672
95,8.3293,2.2619,19.2142,16.939
96,8.3369,2.2696,19.2319,17.1099
97,8.3445,2.2764,19.2518,17.2903
98,8.3517,2.2831,19.2702,17.4678
99,8.3592,2.2898,19.2881,17.6406
100,8.368,2.2982,19.3086,17.8128
101,8.3783,2.307,19.3299,17.9857
102,8.3862,2.314,19.3481,18.1591
103,8.3936,2.3205,19.3658,18.332
104,8.4021,2.327,19.384,18.5055
105,8.4106,2.3352,19.4018,18.6791
106,8.4189,2.3419,19.4199,18.8519
107,8.4266,2.3492,19.4381,19.0248
108,8.4344,2.3561,19.4561,19.2014
109,8.4421,2.3634,19.4751,19.3784
110,8.4496,2.3701,19.4932,19.5487
111,8.4572,2.377,19.512,19.721
112,8.4647,2.3836,19.5297,19.8926
113,8.4722,2.3903,19.5482,20.0652
114,8.4798,2.397,19.5664,20.2373
115,8.4874,2.4037,19.5847,20.4119
116,8.4958,2.4103,19.602999999999998,20.585
117,8.5037,2.417,19.6205,20.7535
118,8.5114,2.4235,19.6379,20.9252
119,8.519,2.4304,19.6561,21.1103
120,8.5264,2.4376,19.6749,21.2838
121,8.533999999999999,2.4449,19.6924,21.4594
122,8.5443,2.4519,19.7101,21.6303
123,8.5519,2.4589,19.7287,21.8057
124,8.5595,2.4656,19.7467,21.9801
125,8.5669,2.4725,19.7646,22.1548
126,8.5742,2.4792,19.7827,22.3278
127,8.5816,2.4858,19.8007,22.4973
128,8.5895,2.4925,19.8187,22.6695
129,8.5976,2.4992,19.8365,22.839000000000002
130,8.6058,2.5057,19.8545,23.0176
131,8.6134,2.5125,19.8724,23.1881
132,8.6211,2.5196,19.8906,23.3663
133,8.6284,2.5263,19.9087,23.5377
134,8.6359,2.5345,19.9269,23.7135
135,8.6434,2.5411,19.9448,23.8882
136,8.6509,2.5487,19.9635,24.0585
137,8.6584,2.5557,19.9814,24.2294
138,8.6658,2.5629,19.9994,24.4009
139,8.6733,2.5696,20.0176,24.5728
140,8.6812,2.5763,20.0355,24.743000000000002
141,8.6893,2.583,20.0537,24.9186
142,8.6971,2.5895,20.0718,25.1003
143,8.7052,2.5967,20.09,25.2758
144,8.7127,2.6032,20.1079,25.4489
145,8.7202,2.6097,20.1263,25.6311
146,8.7276,2.6171,20.146,25.8083
147,8.7349,2.6242,20.1645,25.9788
148,8.7422,2.6315,20.1823,26.1517
149,8.7495,2.6386,20.2008,26.3378
150,8.7569,2.6458,20.2194,26.5086
151,8.7651,2.6528,20.2381,26.6825
152,8.7754,2.6598,20.2562,26.8602
153,8.7838,2.6666,20.2742,27.0324
154,8.7926,2.6733,20.2929,27.2027
155,8.8023,2.68,20.3116,27.3765
156,8.8102,2.6866,20.3296,27.5532
157,8.8188,2.6935,20.3479,27.7283
158,8.8278,2.7001,20.3666,27.9042
159,8.8359,2.7079,20.3844,28.0891
160,8.8438,2.7149,20.4039,28.2628
161,8.852,2.7225,20.4228,28.4362
162,8.8597,2.7294,20.4447,28.6084
163,8.8676,2.7371,20.4626,28.7916
164,8.8769,2.7438,20.4805,28.9631
165,8.8847,2.7505,20.4981,29.1354
166,8.8927,2.7576,20.5165,29.3108
167,8.9005,2.7644,20.5349,29.483
168,8.9081,2.7712,20.5534,29.6632
169,8.9157,2.7782,20.5714,29.8364
170,8.9232,2.7849,20.5901,30.0067
171,8.9308,2.7916,20.6087,
172,8.9386,2.7986,20.6271,
173,8.9461,2.8056,20.6456,
174,8.9537,2.8131,20.6637,
175,8.9616,2.8198,20.6822,
176,8.9698,2.827,20.7008,
177,8.9779,2.8339,20.7214,
178,8.9859,2.8405,20.7401,
179,8.9943,2.8471,20.7586,
180,9.0021,2.8538,20.7768,
181,9.0096,2.8606,20.7953,
182,9.0171,2.8671,20.8143,
183,9.0244,2.8739999999999997,20.8328,
184,9.0319,2.8805,20.8513,
185,9.0393,2.8873,20.8695,
186,9.0467,2.8951,20.8876,
187,9.0543,2.9021,20.9056,
188,9.0629,2.9102,20.9241,
189,9.0708,2.9167,20.9421,
190,9.0786,2.9241,20.9604,
191,9.0862,2.9308,20.9785,
192,9.0937,2.9377,20.9972,
193,9.1013,2.9442,21.0158,
194,9.1087,2.951,21.0338,
195,9.1162,2.9576,21.0519,
196,9.1236,2.9643,21.0703,
197,9.1311,2.9711,21.0884,
198,9.1387,2.9777,21.1066,
199,9.1462,2.9856,21.1248,
200,9.1552,2.9939,21.1462,
201,9.1649,3.0043,21.168000000000003,
202,9.1726,3.0116,21.1865,
203,9.1799,3.0188,21.2054,
204,9.1871,3.0259,21.224,
205,9.1942,3.0329,21.2422,
206,9.2017,3.0398,21.2604,
207,9.209,3.0465,21.2786,
208,9.2164,3.0532,21.2968,
209,9.2235,3.0601,21.3153,
210,9.2307,3.0668,21.334,
211,9.238,3.0736,21.3524,
212,9.2453,3.0805,21.3706,
213,9.2526,3.0875,21.3894,
214,9.2602,3.0953,21.4073,
215,9.2677,3.1018,21.4257,
216,9.2751,3.1092,21.4437,
217,9.2828,3.116,21.4622,
218,9.2901,3.1229,21.480999999999998,
219,9.2977,3.1298,21.4999,
220,9.3051,3.1365,21.5185,
221,9.3143,3.1432,21.5368,
222,9.3232,3.1502,21.555,
223,9.3339,3.1568,21.5731,
224,9.3428,3.1632,21.5915,
225,9.3504,3.1699,21.6101,
226,9.357999999999999,3.1768,21.6286,
227,9.3654,3.1844,21.6471,
228,9.3728,3.1917,21.6656,
229,9.3804,3.1985,21.6849,
230,9.3879,3.2059,21.7051,
231,9.3954,3.2128,21.7238,
232,9.4027,3.2195,21.7435,
233,9.41,3.2265,21.7618,
234,9.4175,3.2332,21.7801,
235,9.425,3.2398,21.7983,
236,9.4325,3.2464,21.8168,
237,9.4401,3.2532,21.835,
238,9.4472,3.2598,21.8534,
239,9.4544,3.2668,21.872,
240,9.4624,3.2736,21.8903,
241,9.4734,3.281,21.9093,
242,9.4842,3.2876,21.9278,
243,9.4946,3.295,21.9459,
244,9.5051,3.3016,21.9643,
245,9.5141,3.3083,21.9825,
246,9.5223,3.3148,22.0009,
247,9.5304,3.3212,22.0192,
248,9.5381,3.3279,22.0376,
249,9.5455,3.3345,22.0558,
250,9.5528,3.3414,22.0743,
251,9.5605,3.3481,22.0925,
252,9.5678,3.3548,22.111,
253,9.5751,3.3621,22.1292,
254,9.5825,3.3689999999999998,22.1476,
255,9.5898,3.3768,22.1665,
256,9.5972,3.3834,22.1862,
257,9.6044,3.3906,22.205,
258,9.6117,3.3974,22.2231,
259,9.6191,3.4044,22.2411,
260,9.6265,3.4111,22.2584,
261,9.6335,3.4178,22.2764,
262,9.6409,3.4245,22.2943,
263,9.6481,3.4315,22.3124,
264,9.6554,3.438,22.3302,
265,9.6627,3.4447,22.3482,
266,9.6699,3.4516,22.3661,
267,9.6773,3.4595,22.3838,
268,9.6846,3.4683,22.4018,
269,9.6918,3.4751,22.4201,
270,9.6992,3.4828,22.4386,
271,9.7064,3.4897,22.4567,
272,9.7138,3.4968,22.4749,
273,9.7211,3.5034,22.4936,
274,9.7282,3.5101,22.5118,
275,9.7355,3.5167,22.5296,
276,9.7428,3.5233,22.548000000000002,
277,9.7502,3.53,22.5659,
278,9.7576,3.5364,22.5842,
279,9.7649,3.543,22.6021,
280,9.7722,3.5502,22.6202,
281,9.7796,3.5572,22.6382,
282,9.7868,3.5643,22.6566,
283,9.7941,3.5716,22.6758,
284,9.8018,3.5788,22.6942,
285,9.8093,3.5856,22.7128,
286,9.8175,3.5927,22.7311,
287,9.8251,3.5992,22.7494,
288,9.8324,3.6058,22.7678,
289,9.8401,3.6124,22.7859,
290,9.8473,3.6189999999999998,22.8041,
291,9.8548,3.6255,22.8224,
292,9.8624,3.6323,22.8409,
293,9.8696,3.6392,22.859,
294,9.8772,3.6465,22.877,
295,9.8845,3.6544,22.8951,
296,9.8918,3.6613,22.9136,
297,9.8992,3.6691,22.9326,
298,9.9065,3.6758,22.9508,
299,9.9139,3.6826,22.9688,
300,9.9229,3.6919999999999997,22.9896,
301,9.9327,3.702,23.0118,
302,9.9407,3.7091,23.0301,
303,9.9494,3.7161,23.0484,
304,9.9614,3.7228,23.0668,
305,9.9703,3.7296,23.086,
306,9.9779,3.7366,23.1057,
307,9.9853,3.7437,23.1237,
308,9.9926,3.7509,23.142,
309,10.0,3.758,23.1607,
310,10.0076,3.7653,23.1799,
311,10.0151,3.7722,23.1984,
312,10.0228,3.7792,23.2157,
313,10.0304,3.7861,23.2338,
314,10.0381,3.7929,23.2514,
315,10.0456,3.7997,23.2695,
316,10.0531,3.8067,23.2879,
317,10.0607,3.8135,23.3058,
318,10.0682,3.8204,23.3237,
319,10.0759,3.8276,23.3419,
320,10.0835,3.8344,23.3608,
321,10.0915,3.8422,23.3792,
322,10.0992,3.8491,23.3973,
323,10.1067,3.8566,23.4162,
324,10.1138,3.8632,23.4344,
325,10.1213,3.8703,23.4524,
326,10.1285,3.877,23.4709,
327,10.1358,3.8837,23.4898,
328,10.142999999999999,3.8906,23.5078,
329,10.1501,3.8973,23.5258,
330,10.1573,3.9041,23.5439,
331,10.1645,3.9109,23.5622,
332,10.1717,3.9176,23.5808,
333,10.1789,3.9248,23.5992,
334,10.1865,3.9324,23.616999999999997,
335,10.1937,3.9393,23.6353,
336,10.2009,3.9469,23.6548,
337,10.2079,3.9538,23.6747,
338,10.215,3.9604,23.6927,
339,10.2242,3.9672,23.7109,
340,10.232000000000001,3.9739,23.7293,
341,10.2405,3.9807,23.7472,
342,10.2478,3.9874,23.7649,
343,10.2554,3.9939999999999998,23.7825,
344,10.2632,4.0005,23.8,
345,10.2708,4.0072,23.8178,
346,10.2783,4.0144,23.8352,
347,10.2867,4.0216,23.8535,
348,10.2945,4.0299,23.8722,
349,10.3021,4.0366,23.8905,
350,10.3093,4.0444,23.9085,
351,10.3167,4.051,23.9263,
352,10.3238,4.0575,23.9455,
353,10.3313,4.0639,23.9638,
354,10.3386,4.0705,23.9819,
355,10.3457,4.0773,24.0001,
356,10.353,4.084,24.0183,
357,10.3603,4.0906,24.0363,
358,10.3673,4.0973,24.0547,
359,10.3745,4.1042,24.0726,
360,10.3819,4.1114,24.0905,
