,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,9.941899999999999e-05
1,1.0638,0.10003,0.14819000000000002,0.32821
2,1.4949,0.14885,0.21013,0.38495999999999997
3,1.5496,0.15702,0.25904,0.4368
4,1.5589,0.1746,0.30833,0.49813
5,1.5981,0.20074,0.35606,0.58699
6,1.6109,0.21597,0.39928,0.6357
7,1.6234,0.23387,0.44441,0.6806399999999999
8,1.6483,0.2527,0.48766000000000004,0.72049
9,1.7214,0.28458,0.52693,0.76753
10,1.7380000000000002,0.38326,0.5341899999999999,0.8088
11,1.7752,0.42322,0.5462600000000001,0.8508399999999999
12,1.7799,0.52618,0.55937,0.8928799999999999
13,1.8345,0.5905,0.5773,0.93701
14,1.841,0.60885,0.5844600000000001,0.9828899999999999
15,1.8628,0.70433,0.59422,1.0246
16,1.8769999999999998,0.71791,0.60375,1.069
17,1.8829,0.73053,0.61338,1.1095
18,1.8889,0.7436,0.62298,1.1558
19,1.8947,0.7571399999999999,0.63258,1.1972
20,1.9006,0.77175,0.6431399999999999,1.2394
21,1.9062,0.78656,0.65379,1.2817
22,1.9119,0.80087,0.66347,1.3213
23,1.9174,0.8152699999999999,0.6735399999999999,1.3638
24,1.9229,0.82978,0.68324,1.403
25,1.9285,0.84439,0.69306,1.4482
26,1.9339,0.8593700000000001,0.7024699999999999,1.4896
27,1.9393,0.87771,0.7119,1.5326
28,1.9447,0.89304,0.7209800000000001,1.574
29,1.9502,0.90761,0.73046,1.6142
30,1.9556,0.92075,0.74134,1.6563
31,1.9609999999999999,0.93448,0.75198,1.6967
32,1.9669999999999999,0.94419,0.76266,1.7397
33,1.9737,0.9569799999999999,0.77322,1.7830000000000001
34,1.9806,0.96935,0.78366,1.8253
35,1.9869999999999999,0.9797299999999999,0.79437,1.8668
36,1.9936,0.99534,0.8041699999999999,1.906
37,1.9993,1.0057,0.8137,1.9495
38,2.0052,1.0145,0.8240000000000001,1.9908
39,2.0114,1.0254,0.83695,2.0391
40,2.0171,1.0363,0.8478100000000001,2.0864
41,2.0228,1.0482,0.8575299999999999,2.1389
42,2.029,1.0627,0.86731,2.1826
43,2.0345,1.0774,0.87695,2.227
44,2.0402,1.0872,0.8863200000000001,2.272
45,2.0456,1.0994,0.8959,2.314
46,2.0514,1.1128,0.9056299999999999,2.3573
47,2.0569,1.1248,0.9152399999999999,2.3985
48,2.0623,1.1373,0.9252,2.4416
49,2.0676,1.145,0.93594,2.4825
50,2.0732,1.1637,0.94653,2.5248
51,2.0787,1.1809,0.95691,2.5719
52,2.0841,1.2023,0.9671799999999999,2.6156
53,2.0897,1.2308,0.9769200000000001,2.6627
54,2.0951,1.2591,0.98662,2.7054
55,2.1004,,0.99818,2.7516
56,2.1057,,1.0097,2.7960000000000003
57,2.1115,,1.0219,2.8402
58,2.1173,,1.0347,2.8829
59,2.1227,,1.0475,2.926
60,2.1282,,1.0626,2.9693
61,2.1337,,1.0732,3.0099
62,2.1390000000000002,,1.083,3.0528
63,2.1443,,1.0934,3.0954
64,2.15,,1.1039,3.1388
