"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","KKT_residual","maxviolation","meanviolation",
0,0.71137,5.599,2.6949e-05,NaN,NaN,NaN,NaN,1,6.3621,3.9932e-08,3.275e-09,
1,0.23049,0.55818,0.082574,0.59049,0,0.83764,1,1,0.56761,0.069468,0.0056135,
2,0.095763,0.69501,0.15326,0.81,0,0.99643,1,2.0317,0.70071,0.063362,0.0059733,
3,0.12013,0.10627,0.22941,1,0,0.36266,1,2.0317,0.10793,0.011883,0.00091824,
4,0.11765,0.0092791,0.30452,1,0,0.071682,1,2.0317,0.0093317,0.00064566,4.6512e-05,
5,0.11768,0.0002211,0.38112,1,0,0.0053117,1,2.0317,0.00022111,8.0996e-07,5.8077e-08,
6,0.11768,5.391e-06,0.45622,1,0,5.6158e-05,1,2.0317,5.391e-06,1.354e-10,7.5483e-12,
7,0.11768,1.5638e-07,0.52679,1,0,1.1201e-06,1,2.0317,1.5648e-07,3.1752e-14,2.7711e-15,
8,0.11768,5.2613e-09,0.60234,1,0,2.6754e-08,1,2.0317,7.5863e-09,1.8874e-15,2.276e-16,
