,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,3.2463000000000004e-05
1,0.7840699999999999,0.026135000000000002,1.2772,0.12028
2,0.82388,0.030775999999999998,2.7277,0.23768000000000003
3,0.8613200000000001,0.041367,2.7834,0.38419000000000003
4,0.8941100000000001,0.073495,2.8497,0.53322
5,0.92158,0.08579500000000001,2.9135,0.67835
6,0.94816,0.097951,2.9743,0.80256
7,0.97529,0.10995999999999999,3.0037,0.9374399999999999
8,1.0021,0.14215,3.0553,1.0651
9,1.0286,0.15557,3.0646,1.193
10,1.0535,0.16885,3.0882,1.3184
11,1.0783,0.18366,3.1127,1.4478
12,1.0998,0.19764,3.1366,1.5773
13,1.1224,0.21325999999999998,3.1619,1.7011
14,1.1386,0.2284,3.1872,1.8409
15,1.1514,0.24474,3.2134,1.9908
16,1.1662,0.26043,3.2372,2.1177
17,1.1787,0.27760999999999997,3.2638,2.2503
18,1.1903,0.29341,3.2906,2.3744
19,1.2034,0.3122,3.3194,2.4984
20,1.2166,0.32871999999999996,3.3510000000000004,2.6237
21,1.2302,0.34781999999999996,3.3792,2.7366
22,1.2427,0.36771,3.4073,2.8536
23,1.2577,0.384,3.4422,2.9729
24,1.2723,0.40457,3.4714,3.0856
25,1.2887,0.4244,3.5006,3.2008
26,1.3069,0.4458,3.5282,3.3221
27,1.3226,0.46481999999999996,3.5589,3.4367
28,1.3424,0.488,3.5903,3.5525
29,1.3595,0.50842,3.6196,3.6645
30,1.3804,0.53193,3.6689999999999996,3.784
31,1.4028,0.55373,3.7002,3.9094
32,1.4227,0.57644,3.7295,4.0346
33,1.443,0.59604,3.7605,4.1722
34,1.4649,0.61797,3.7925,4.2964
35,1.4895,0.64065,3.8219,4.4084
36,1.5119999999999998,0.65778,3.8534,4.5169
37,1.5368,0.68065,3.8836,4.6316
38,1.5597,0.70238,3.9157,4.7554
39,1.5865,0.72429,3.9451,4.871
40,1.6114,0.74612,3.9759,4.9869
41,1.6372,0.76246,4.0081,5.1069
42,1.6651,0.7853,4.0377,5.2245
43,1.6945,0.8081699999999999,4.0706,5.3478
44,1.7233,0.8300799999999999,4.1017,5.459
45,1.7715,0.84977,4.1341,5.5798
46,1.8188,0.87316,4.1636,5.6895
47,1.8673,0.8949799999999999,4.1963,5.8122
48,1.9135,0.9174100000000001,4.2264,5.9429
49,1.9596,0.93865,4.2593,6.0601
50,2.0053,0.96075,4.2888,6.1825
51,2.0514,0.98493,4.3202,6.2945
52,2.0977,1.012,4.3528,6.4033
53,2.1445,1.0339,4.3804,6.5132
54,2.1907,1.0590000000000002,4.4135,6.6354
55,2.2374,1.0786,4.4426,6.7454
56,2.2839,1.1022,4.476,6.8595
57,2.3313,1.1231,4.5065,6.9733
58,2.3787,1.1466,4.5391,7.0832
