,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,6.0956000000000004e-05,-3
1,0.0,0.0,0.0,6.0956000000000004e-05,-2
2,0.0,0.0,0.0,6.0956000000000004e-05,-1
3,0.34258,0.0,1.1779,0.14022,0
4,0.37321,0.0,1.1779,0.14022,1
5,0.42651000000000006,0.0,1.9421,0.14022,2
6,0.45292,0.0,1.9421,0.14022,3
7,0.51372,0.0,1.9644,0.14022,4
8,0.53754,0.0,1.9954,0.27771999999999997,5
9,0.58567,0.0,2.0442,0.27771999999999997,6
10,0.63356,0.0,2.0844,20.5531,7
11,0.64954,0.11070999999999999,2.1086,144.1539,8
12,0.74816,0.11070999999999999,2.2496,,9
13,,0.11070999999999999,2.3013,,10
