,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,3.0615e-05
1,1.3008,0.061451,1.6735,0.1996
2,1.5843,0.09160800000000001,1.8682,0.38132
3,1.6922,0.11076,2.0876,0.56186
4,1.7092,0.14904,2.2694,0.75831
5,1.7488,0.16677999999999998,2.4533,0.94326
6,1.8163,0.19755,2.6002,1.145
7,1.8363,0.22239,2.6614,1.3534
8,1.9528,0.24711,2.6804,1.5612
9,1.9595,0.28189000000000003,2.7908,1.7673
10,2.0298,0.3166,2.8112,1.9592
11,2.1681,0.36815,2.8611,2.158
12,2.1774,0.37573,2.8882,2.3596
13,2.2251,0.38338,2.9434,2.5612
14,2.2367,0.39344,2.9705,2.7781
15,2.2696,0.41173999999999994,3.0854,2.9839
16,2.2806,0.42167,3.0989999999999998,3.1851
17,2.3079,0.43143000000000004,3.1268,3.3801
18,2.3203,0.44109,3.1531,3.5645
19,2.3318,0.45071000000000006,3.1801,3.7494
20,2.3437,0.46063000000000004,3.2069,3.9339999999999997
21,2.3551,0.47043999999999997,3.2344,4.1199
22,2.3663,0.4806,3.2609,4.3099
23,2.3777,0.49076000000000003,3.2893,4.5264
24,2.3894,0.50107,3.3169,4.718999999999999
25,2.4011,0.51072,3.3446,4.9051
26,2.4122,0.52108,3.3710000000000004,5.0925
27,2.4231,0.5311,3.3989,5.2872
28,2.4352,0.54074,3.4256,5.4727
29,2.4465,0.5518,3.4542,5.6856
30,2.4573,0.56187,3.4809,5.882999999999999
31,2.4682,0.57168,3.51,6.0679
32,2.4788,0.5816399999999999,3.5366,6.2866
33,2.4896,0.59168,3.5646,6.4735
34,2.5013,0.60151,3.5916,6.6619
35,2.5124,0.61148,3.6198,6.8477
36,2.523,0.6213,3.6461,7.0331
37,2.5342,0.63125,3.6741,7.2206
38,2.5451,0.64099,3.701,7.4179
39,2.5558,0.65093,3.7306,7.6196
40,2.5674,0.66073,3.7594,7.8093
41,2.5781,0.6709999999999999,3.7885,8.009
42,2.5889,0.68081,3.818,8.2087
43,2.5998,0.69067,3.8461,8.3998
44,2.6108,0.70038,3.8727,8.5991
45,2.6222,0.7102,3.9029,8.7894
46,2.6336,0.71986,3.93,8.9751
47,2.6445,0.72965,3.9586,9.1603
48,2.6555,0.73926,3.9862,9.3432
49,2.6663,0.7490600000000001,4.0159,9.5299
50,2.6771,0.75927,4.0442,9.7283
51,2.6888,0.76888,4.0734,9.9174
52,2.7,0.77866,4.1007,10.1183
53,2.7105,0.78833,4.1293,10.3218
54,2.7217,0.79811,4.1568,10.5053
55,2.7331,0.80784,4.1861,10.6897
56,2.7439,0.81747,4.2136,10.8809
57,2.7561,0.82737,4.2425,11.0667
58,2.7675,0.83705,4.2696,11.2524
59,2.7786,0.84675,4.2983,11.4379
60,2.79,0.85669,4.3248,11.6395
61,2.801,0.86667,4.3528,11.8234
62,2.8129,0.8764299999999999,4.3797,12.0082
63,2.8239,0.8861600000000001,4.4077,12.1972
64,2.8349,0.8957700000000001,4.4345,12.3901
65,2.8458,0.9056799999999999,4.4629,12.5742
66,2.8567,0.9181799999999999,4.4897,12.7587
67,2.8679,0.9293299999999999,4.5176,12.943
68,2.8794,0.93965,4.544,13.1267
69,2.8906,0.9501799999999999,4.5727,13.3291
70,2.9015,0.96273,4.5998,13.5131
71,2.9129,0.97562,4.6284,13.6996
72,2.9237,0.9863700000000001,4.6549,13.9028
73,2.9354,0.99625,4.683,14.0977
74,2.9466,1.0063,4.7095,14.2867
75,2.9573,1.0168,4.7376,14.4724
76,2.9683,1.0274,4.7644,14.6808
77,2.9791,1.0378,4.793,14.8764
78,2.99,1.0478,4.8199,15.0606
79,3.0017,1.0585,4.8478,15.2461
80,3.0127,1.0685,4.8748,15.4298
81,3.0239999999999996,1.0786,4.9029,15.6138
82,3.0348,1.0891,4.9292,15.7985
83,3.0457,1.0991,4.9577,15.9854
84,3.056,1.1091,4.9845,16.1702
