,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,3.3188e-05,-3
1,0.0,0.0,0.0,3.3188e-05,-2
2,0.0,0.0,0.0,3.3188e-05,-1
3,0.71254,0.0,1.5775,0.38585,0
4,0.7441800000000001,0.032671,1.5775,2.2269,1
5,0.7441800000000001,0.032671,1.6577,3.2605,2
6,0.7441800000000001,0.032671,1.7148,3.2605,3
7,0.7549399999999999,0.061653,1.7807,3.4543,4
8,0.78299,0.061653,1.8069,3.4543,5
9,0.8056,0.090789,1.8604,3.4543,6
10,0.8281799999999999,0.12918,1.9716,3.4543,7
11,0.85982,0.15402000000000002,2.0469999999999997,3.4543,8
12,0.8811200000000001,0.1615,2.0879,3.6522,9
13,0.9146200000000001,0.18744,2.2511,,10
14,0.9601299999999999,0.21665,2.5244,,11
15,0.9930899999999999,0.26526,2.8510000000000004,,12
16,1.0254,0.30457,3.2125,,13
17,1.1202,0.35465,3.5562,,14
18,,0.3856,4.0731,,15
