,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,3.5865e-05,-3
1,0.0,0.0,0.0,3.5865e-05,-2
2,0.0,0.0,0.0,3.5865e-05,-1
3,0.040129000000000005,0.016004,0.8677600000000001,0.10945999999999999,0
4,0.051098000000000005,0.016004,0.8677600000000001,0.60509,1
5,0.051098000000000005,0.016004,0.8917,1.5601,2
6,0.051098000000000005,0.016004,0.9351,1.6191,3
7,0.056989,0.016004,0.9561299999999999,1.6191,4
8,0.072228,0.03689,0.96605,1.6191,5
9,0.083524,0.052016999999999994,0.9758600000000001,1.6769999999999998,6
10,0.093735,0.060074,1.0058,1.6769999999999998,7
11,0.10509,0.075818,1.0392,1.6769999999999998,8
12,0.12102,0.085878,1.0587,1.6769999999999998,9
13,0.13268,0.10228999999999999,1.0813,1.6769999999999998,10
14,0.14438,0.10991,1.0813,,11
15,0.16003,0.13694,1.0813,,12
16,0.1707,0.1458,1.1308,,13
17,0.18845,0.16804000000000002,1.1636,,14
18,0.18845,0.19722,1.1636,,15
