,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,3.1604e-05,-3
1,0.0,0.0,0.0,3.1604e-05,-2
2,0.0,0.0,0.0,3.1604e-05,-1
3,1.0672,0.075772,0.38134,0.4888,0
4,1.138,0.075772,0.38134,0.94286,1
5,1.138,0.075772,0.56763,2.2822,2
6,1.138,0.075772,0.66535,2.5342,3
7,1.1546,0.098967,0.69994,2.7583,4
8,1.1819,0.13024000000000002,0.69994,2.7583,5
9,1.2025,0.15536,0.74412,2.873,6
10,1.2579,0.19294,0.78742,3.9393,7
11,1.2834,0.22341,0.85203,8.9704,8
12,1.3031,0.24570999999999998,0.89128,34.9176,9
13,1.3734,0.31779,0.9622,,10
14,1.4889,0.43746999999999997,1.0343,,11
15,1.5894,0.5647800000000001,1.1196,,12
16,1.7721,0.6924100000000001,1.2048,,13
17,,0.85782,1.8567,,14
