,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,3.046e-05,-3
1,0.0,0.0,0.0,3.046e-05,-2
2,0.0,0.0,0.0,3.046e-05,-1
3,0.11102000000000001,0.023941999999999998,0.80095,0.40473000000000003,0
4,0.12962,0.023941999999999998,0.80095,1.1449,1
5,0.12962,0.023941999999999998,0.8415600000000001,1.6568,2
6,0.12962,0.023941999999999998,0.9164899999999999,1.6568,3
7,0.14801,0.04525,0.94405,1.7845,4
8,0.16389,0.057562,0.9656399999999999,1.7845,5
9,0.17723,0.073489,1.0054,1.7845,6
10,0.19025,0.087864,1.0391,1.7845,7
11,0.19025,0.10619,1.0977,1.9079,8
12,0.2261,0.12240999999999999,1.1358,1.9079,9
13,0.24631999999999998,0.13632,1.1754,,10
14,0.26209,0.15612,1.2094,,11
15,0.27748,0.16831,1.2572,,12
16,0.29288000000000003,0.18217,1.2848,,13
17,0.32648,0.18997,1.3279,,14
18,0.37062,0.24114000000000002,,,15
