,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,3.058e-05
1,1.3807,0.41493,2.303,0.29958
2,2.7892,1.9129,4.651,0.5976100000000001
3,4.2157,3.3685,7.0459,0.90433
4,4.5829,3.4169,7.9381,1.2178
5,4.9696,3.8504,8.5336,1.5279
6,5.2939,4.1866,8.837,1.8601
7,6.7421,5.5172,10.0958,2.1869
8,8.2141,5.7853,12.3797,2.4762
9,9.6847,5.8126,14.7183,2.7779
10,11.1498,5.9149,17.0099,3.0764
11,12.5806,5.9419,19.3639,3.3834
12,14.1055,5.9722,21.7781,3.6748
13,15.6599,5.9972,22.2879,3.9852
14,17.0796,6.0247,22.5841,4.2888
15,18.4906,6.0520000000000005,22.6857,4.5824
16,19.8806,6.0785,22.7946,4.8764
17,21.3128,6.1091,22.8952,5.1802
18,22.7284,6.1406,22.9885,5.4991
19,24.1304,6.1727,23.0887,5.7973
20,25.5939,6.2001,23.1817,6.1059
21,26.9794,6.2341,23.2967,6.4124
22,27.0469,6.2654,23.3916,6.7451
23,27.0744,6.2999,23.4871,7.0648
24,27.1011,6.3294,23.5766,7.3825
25,27.1314,6.3652,23.6734,7.6942
26,27.1579,6.3961,23.7624,8.0085
27,27.1907,6.4322,23.8341,8.3184
28,27.2216,6.4663,23.8971,8.6233
29,27.2528,6.5042,23.9608,8.9181
30,27.2818,6.54,24.0193,9.2181
31,27.3143,6.5792,24.0762,9.5247
32,27.3445,6.6174,24.1346,9.8201
33,27.3806,6.6587,24.1926,10.1425
34,27.4145,6.6953,24.2512,10.4564
35,27.4482,6.734,24.3082,10.7925
36,27.4845,6.7677,24.3673,11.1179
37,27.5184,6.8068,24.4245,11.4653
38,27.5596,6.8412,24.4827,11.7877
39,27.5981,6.88,24.5406,12.1293
40,27.6346,6.9163,24.5985,12.4374
41,27.6765,6.9603,24.6532,12.7497
42,27.7173,6.9959,24.7124,13.0529
43,27.7611,7.035,24.7674,13.3533
44,27.8067,7.0703,24.8257,13.6585
45,27.8476,7.1085,24.8823,13.9903
46,27.8926,7.145,24.9407,14.2901
47,27.936,7.1824,24.9929,14.5962
48,28.0089,7.2164,25.0522,14.89
49,28.0799,7.2561,25.1055,15.1968
50,28.1504,7.2937,25.164,15.4979
51,28.2228,7.3312,25.2191,15.8143
52,28.2935,7.3663,25.2777,16.1185
53,28.3665,7.4045,25.3309,16.4204
54,28.4374,7.4403,25.3902,16.7432
55,28.5099,7.4787,25.445,17.0378
56,28.5803,7.5103,25.5033,17.3385
57,28.6507,7.5482,25.5563,17.6453
58,28.721,7.5802,25.6146,17.9358
59,28.7918,7.617999999999999,25.6705,18.2371
60,28.8621,7.6523,25.7295,18.5399
61,28.9334,7.6904,25.7783,18.8571
62,29.0052,7.7217,25.8372,19.1463
63,29.076,7.7602,25.8938,19.4497
64,29.147,7.796,25.9519,19.767
65,29.2173,7.8355,26.004,20.0596
66,29.2882,7.8708,26.0642,20.3563
67,29.3601,7.9101,26.1203,20.659000000000002
68,29.4308,7.9431,26.179000000000002,20.95
69,29.5025,7.9817,26.2268,21.2327
70,29.5762,8.017999999999999,26.2854,21.5246
71,29.6468,8.0558,26.3425,21.8364
72,29.7172,8.086,26.4013,22.1327
73,29.7898,8.1255,26.4572,22.4589
74,29.8602,8.161,26.5145,22.7525
75,29.9326,8.2005,26.5623,23.0624
76,30.0033,8.2299,26.6203,23.3631
77,30.0761,8.2696,26.6763,23.6593
78,30.1466,8.3045,26.7352,23.9637
79,30.2202,8.3412,26.791,24.2752
80,30.2906,8.3718,26.8492,24.5795
81,30.3629,8.4092,26.9059,24.8792
82,30.4335,8.4446,26.964000000000002,25.1591
83,30.5064,8.4827,27.0111,25.461
84,30.576999999999998,8.5131,27.0705,25.7539
85,30.649,8.5511,27.1272,26.0465
86,30.7195,8.5881,27.186,26.3499
87,30.7933,8.6261,27.24,26.645
88,30.8641,8.6598,27.2987,26.9413
89,30.9358,8.7002,27.3555,27.235
90,31.0067,8.7326,27.4145,27.5382
91,31.0813,8.7716,27.4654,27.8432
92,31.1524,8.8068,27.5239,28.1408
93,31.2241,8.8486,27.583000000000002,28.441
94,31.2949,8.8836,27.6374,28.7395
95,31.3673,8.922,27.6944,29.0384
96,31.4379,8.9583,27.7433,29.3224
97,31.5109,8.9966,27.8017,29.6182
98,31.5816,9.0328,27.8576,29.9346
99,31.6545,9.0725,27.9168,30.2298
100,31.726999999999997,9.1097,27.9688,30.5293
101,31.8018,9.1516,28.0286,30.8275
102,31.8731,9.1876,28.0797,31.1344
103,31.944000000000003,9.2294,28.1355,31.4303
104,32.0165,9.2644,28.1877,31.7259
105,32.0872,9.3042,28.2439,32.0359
106,32.1588,9.3402,28.2965,32.3408
107,32.2293,9.3774,28.3558,32.653
108,32.3024,9.4124,28.4117,32.9541
109,32.3736,9.4499,28.4708,33.25
110,32.4458,9.4832,28.5241,33.5492
111,32.5174,9.521,28.5824,33.8474
112,32.5899,9.5545,28.6376,34.1556
113,32.6651,9.5904,28.6958,34.4625
114,32.7366,9.6271,28.749000000000002,34.765
115,32.809,9.6551,28.8081,35.0746
116,32.88,9.6942,28.8652,35.3822
117,32.9515,9.7332,28.9202,35.6781
118,33.0229,9.7714,28.9774,35.9778
119,33.0942,9.804,29.0295,36.2695
120,33.1662,9.8434,29.0873,36.5763
121,33.2385,9.8747,29.1432,36.8827
122,33.31,9.9135,29.1988,37.2054
123,33.3812,9.9482,29.2535,37.5104
124,33.455999999999996,9.9873,29.3102,37.8108
125,33.5271,10.0207,29.3665,38.1205
126,33.5992,10.0613,29.4212,38.4237
127,33.6703,10.0963,29.4779,38.7386
128,33.7416,10.1366,29.5325,39.0499
129,33.8146,10.1718,29.5882,39.3466
130,33.8853,10.2104,29.6448,39.6596
131,33.957,10.2457,29.6994,39.9815
132,34.0298,10.2843,29.7573,40.2878
