"iter","cost","time","LagGradNorm","maxviolation","KKT_residual",
0,126.552,0.21917,6.0042,5.3944,8.6219,
1,118.0123,0.31482,13.4717,4.7201,14.565,
2,95.2346,0.41403,4.3271,0.64044,4.4549,
3,85.2168,0.43125,5.1603,0.63953,5.4296,
4,79.4924,0.45803,7.1953,1.8282,8.0145,
5,75.5266,0.49372,6.9612,2.4975,8.2916,
6,74.3433,0.50118,8.1887,2.7967,9.7764,
7,66.1945,0.50702,7.9315,3.0364,9.316,
8,59.4889,0.5132,9.5725,3.5783,11.023,
9,54.5561,0.51862,9.752,3.0472,10.9899,
10,51.3413,0.52341,6.9515,1.9478,7.8187,
11,50.397,0.5277,4.9584,1.9826,6.019,
12,41.2844,0.53254,4.3993,1.469,5.1241,
13,40.7024,0.53729,4.9476,1.1426,5.3064,
14,40.0877,0.54191,3.3207,1.1801,3.7475,
15,37.2525,0.54665,3.8373,0.69326,4.0544,
16,35.9637,0.55131,2.4635,0.48487,2.6812,
17,35.2896,0.55542,2.566,0.57475,2.7943,
18,32.4278,0.55992,2.0727,0.43687,2.2277,
19,30.6107,0.56479,1.6414,0.29345,1.7558,
20,30.316,0.56988,1.2904,0.20471,1.3684,
21,29.4738,0.57358,1.0808,0.097585,1.1003,
22,29.0692,0.57949,0.72936,0.051255,0.74103,
23,28.8589,0.5846,0.54013,0.048565,0.54903,
24,28.7998,0.58959,0.3807,0.031862,0.38601,
25,28.6413,0.59438,0.29627,0.017675,0.29707,
26,28.6264,0.59963,0.19486,0.010181,0.1953,
27,28.6203,0.60466,0.18939,0.0050976,0.18953,
28,28.6173,0.6098,0.14424,0.0031095,0.14434,
29,28.6139,0.61489,0.15382,0.0015842,0.15386,
30,28.6138,0.61845,0.16485,0.001936,0.16489,
31,28.6075,0.62259,0.04787,0.00025352,0.047873,
32,28.607,0.62715,0.016662,0.00015602,0.016666,
33,28.6068,0.6314,0.01765,5.9487e-05,0.01765,
34,28.6065,0.63556,0.010878,4.0077e-05,0.010879,
35,28.6065,0.63835,0.010124,1.6398e-05,0.010124,
36,28.6064,0.64203,0.0035317,1.0639e-05,0.0035317,
