"iter","time","maxviolation","meanviolation","cost",
0,0,0.47783,0.096156,0.19302,
1,0.10159,0,0,-0.3469,
2,0.14047,0,0,-0.51712,
3,0.17253,0.017589,0.0017589,-0.60146,
4,0.18978,0.0021452,0.00022761,-0.59783,
5,0.21433,0.001308,0.0001308,-0.59869,
6,0.22161,0.0003734,3.734e-05,-0.59864,
7,0.22666,0.00011844,1.4619e-05,-0.59865,
8,0.23185,3.9199e-05,4.5209e-06,-0.59867,
9,0.23736,1.6905e-05,1.6905e-06,-0.59868,
10,0.24203,1.3319e-05,1.3319e-06,-0.59868,
11,0.24749,2.0645e-05,2.0645e-06,-0.59869,
12,0.25172,3.4733e-06,4.4953e-07,-0.59868,
13,0.25574,1.4836e-06,2.2327e-07,-0.59868,
14,0.25912,4.0521e-06,6.8238e-07,-0.59868,
15,0.26376,4.8429e-07,4.8429e-08,-0.59868,
16,0.26768,1.273e-07,1.273e-08,-0.59868,
17,0.27091,9.7877e-07,9.7877e-08,-0.59868,
18,0.27571,4.9576e-07,4.9576e-08,-0.59868,
19,0.28064,1.3989e-08,2.2486e-09,-0.59868,
20,0.2843,1.5203e-06,2.5461e-07,-0.59868,
21,0.28981,2.1392e-07,2.1392e-08,-0.59868,
22,0.29534,2.2175e-09,4.1078e-10,-0.59868,
23,0.29849,2.9529e-07,4.5432e-08,-0.59868,
24,0.30418,9.3949e-08,9.3949e-09,-0.59868,
25,0.30949,2.8589e-10,3.8098e-11,-0.59868,
26,0.31266,4.2154e-07,5.8507e-08,-0.59868,
27,0.31838,0,0,-0.59868,
28,0.32413,1.9693e-11,3.297e-12,-0.59868,
29,0.32733,4.8305e-09,5.5008e-10,-0.59868,
30,0.33337,3.0317e-09,3.0317e-10,-0.59868,
