"iter","time","maxviolation","meanviolation","cost",
0,0,0.39149,0.092057,-0.12449,
1,0.069429,0.0060387,0.00075704,-0.6462,
2,0.085763,0.0041121,0.00052794,-0.64591,
3,0.095016,0.0028501,0.00036704,-0.64571,
4,0.10085,0.0019604,0.00025416,-0.64556,
5,0.12208,0.0013172,0.00017136,-0.64546,
6,0.12885,0.00090982,0.00011923,-0.64539,
7,0.1361,0.00062173,8.1576e-05,-0.64534,
8,0.14291,0.00042624,5.5862e-05,-0.64531,
9,0.15144,0.0002912,3.8136e-05,-0.64529,
10,0.16032,0.00019896,2.6043e-05,-0.64527,
11,0.16859,0.00013577,1.7765e-05,-0.64526,
12,0.17489,9.261e-05,1.2114e-05,-0.64525,
13,0.18045,6.3147e-05,8.2579e-06,-0.64525,
14,0.18726,4.3038e-05,5.6283e-06,-0.64524,
15,0.19412,2.9331e-05,3.8355e-06,-0.64524,
16,0.20015,1.9988e-05,2.6136e-06,-0.64524,
17,0.20755,1.362e-05,1.7809e-06,-0.64524,
18,0.21376,9.28e-06,1.2134e-06,-0.64524,
19,0.22031,6.3228e-06,8.2672e-07,-0.64524,
20,0.23063,4.3079e-06,5.6326e-07,-0.64524,
21,0.23808,2.935e-06,3.8375e-07,-0.64524,
22,0.24541,1.9997e-06,2.6145e-07,-0.64524,
23,0.25264,1.3624e-06,1.7813e-07,-0.64524,
24,0.26384,9.2818e-07,1.2136e-07,-0.64524,
25,0.27519,6.3237e-07,8.2681e-08,-0.64524,
26,0.28526,4.3083e-07,5.633e-08,-0.64524,
27,0.29686,2.9352e-07,3.8377e-08,-0.64524,
28,0.31017,1.9997e-07,2.6146e-08,-0.64524,
29,0.32154,1.3624e-07,1.7813e-08,-0.64524,
30,0.33556,9.282e-08,1.2136e-08,-0.64524,
