"iter","time","maxviolation","meanviolation","cost",
0,0,0.46945,0.10054,-0.20408,
1,0.017606,0,0,-0.36508,
2,0.030835,0,0,-0.45183,
3,0.047845,0,0,-0.51504,
4,0.064756,0,0,-0.55596,
5,0.089348,0,0,-0.58192,
6,0.11939,0,0,-0.59822,
7,0.15119,0,0,-0.60847,
8,0.1866,0,0,-0.61509,
9,0.22298,0,0,-0.61946,
10,0.25896,0,0,-0.62238,
11,0.28413,0,0,-0.62434,
12,0.32105,0,0,-0.62567,
13,0.34197,0,0,-0.62656,
14,0.36479,0,0,-0.62716,
15,0.37733,0,0,-0.62757,
16,0.38973,0,0,-0.62784,
17,0.40233,0,0,-0.62803,
18,0.41149,0,0,-0.62815,
19,0.42018,0,0,-0.62824,
20,0.42759,0,0,-0.62829,
21,0.43404,0,0,-0.62832,
22,0.44231,0,0,-0.62835,
23,0.44919,0,0,-0.62836,
24,0.45624,0,0,-0.62838,
25,0.46324,0,0,-0.62839,
26,0.47117,0,0,-0.62839,
27,0.47847,0,0,-0.6284,
28,0.48623,0,0,-0.6284,
29,0.49359,0,0,-0.6284,
30,0.50151,0,0,-0.6284,
